string_suffix,1h_rep1,1h_rep2,1h_rep3,3h_rep1,3h_rep 2,3h_rep3,5h_rep1,5h_rep 2,5h_rep3,7h_rep1,7h_rep2
YGL237C,7.82461,10.1804,12.0613,37.3453,35.6452,34.2346,29.2529,28.9201,36.8058,25.5553,19.5966
YOR059C,11.1564,11.6804,7.33575,66.3119,76.7757,70.0148,106.624,105.031,113.799,159.884,138.998
YNL149C,10.6518,6.71551,13.0304,68.1282,104.429,84.2528,166.266,129.679,212.474,163.364,240.572
YLR016C,9.828,12.1612,8.5217,34.0042,36.3215,34.5194,37.0438,49.1412,42.8758,35.0038,36.7716
YDL183C,8.56294,10.561,11.4417,52.1135,58.0446,50.9751,76.4852,74.5885,83.0305,92.7623,112.368
YIL004C,8.5084,10.6296,11.4373,70.5905,57.6663,66.8492,97.0745,107.255,96.1538,106.559,105.194
YPL227C,12.0522,8.4887,10.3905,93.6805,99.1408,94.222,133.126,123.821,154.79,123.36,139.743
YKL061W,9.78239,12.7608,8.67987,16.8873,11.8095,14.604,13.1035,15.2196,16.6624,9.16022,7.46556
YJR118C,11.9487,8.70357,10.656,62.5925,65.8029,57.2738,85.4552,81.1024,95.5734,76.5526,82.8492
YPR082C,10.5551,11.4988,9.33914,47.7369,42.7385,50.0764,86.3336,90.8157,79.62,94.7235,86.4042
YKL146W,10.4911,10.8518,10.1878,50.1382,58.4028,48.6609,78.4452,69.1405,76.1014,75.5111,73.9867
YMR268C,9.68876,7.31233,14.5622,32.6671,37.6092,37.8196,54.9077,51.6094,64.133,57.3516,73.8813
YMR322C,9.81398,11.2488,10.5268,39.3431,38.1375,35.3792,189.802,191.922,195.708,394.985,411.807
YDR331W,12.1209,6.48902,12.9902,136.912,135.448,115.359,179.184,197.377,177.397,213.447,204.923
YLR263W,12.4796,9.02705,10.1427,43.2336,46.4951,44.5948,102.697,84.8407,102.383,111.91,124.356
YNL009W,15.7601,7.44871,8.44419,57.1809,75.9176,72.2726,172.598,177.619,179.3,353.69,375.63
YOR228C,11.6159,12.0585,8.23669,75.7387,82.932,85.4434,135.929,135.968,152.971,165.49,167.779
YGL154C,11.0515,9.37703,12.3624,71.5159,81.8673,72.0078,152.805,144.341,145.022,134.374,134.129
YKL086W,13.0817,11.0006,8.71381,55.705,56.3049,51.6333,281.73,263.847,267.756,751.538,719.956
YAL020C,11.7767,12.6263,8.64881,38.7475,34.361,41.7286,51.0284,55.2925,52.4158,53.8677,49.1628
YER147C,8.27832,11.3152,13.7391,97.4708,95.3174,112.571,136.343,169.877,159.096,192.176,162.467
YNL133C,11.712,13.2734,8.46511,106.35,105.621,113.438,154.596,192.123,163.489,190.589,176.913
YLR356W,13.1322,10.362,9.96125,60.4894,79.2539,65.771,144.915,149.565,148.381,214.069,192.754
YOR244W,11.5017,11.8002,10.1853,67.1868,63.2905,59.8022,87.2685,88.5737,102.939,110.044,102.58
YPR149W,11.8265,10.96,10.8557,25.6737,21.9935,28.1853,25.6075,35.3009,31.4618,42.0831,32.582
YBR091C,8.48404,13.7121,11.495,36.0001,33.0105,34.4276,45.2493,47.4413,40.771,41.9663,35.1635
YGR006W,10.9447,13.2351,9.61761,37.2217,40.1712,43.1682,53.2159,64.4088,56.4795,58.8568,50.6296
YDR364C,10.4643,12.8677,10.5374,66.2353,90.0972,67.7914,122.238,124.267,146.03,149.842,142.68
YML037C,12.7836,12.1142,9.34105,27.8762,29.4584,28.4527,41.4967,42.0782,47.206,43.7432,42.2296
YNL188W,10.4882,11.4525,12.5121,47.468,38.7633,38.7438,61.2149,64.642,59.5354,64.1448,71.4227
YOR150W,10.029,9.67421,14.7622,35.1455,34.1236,42.2108,50.0822,62.3059,47.9034,60.267,56.3252
YDR411C,10.6904,10.3309,13.5405,141.667,154.35,148,303.316,300.721,352.297,355.023,360.09
YDR524C,12.91,8.99044,12.7213,47.3808,37.617,52.3846,55.5462,55.781,64.3759,38.1833,43.1003
YOR033C,8.19962,8.23734,18.2001,93.7036,119.754,114.768,148.323,161.564,172.573,126.139,123.227
YGR283C,12.813,9.95743,11.9197,46.8292,48.7609,52.8059,45.5493,47.2302,57.3977,42.2383,45.823
YMR026C,13.0957,13.0716,8.7685,80.9926,84.4471,77.4118,93.8479,94.6716,98.3773,94.2481,94.0137
YMR243C,13.0473,12.3668,9.52223,158.296,166.54,168.108,259.675,306.267,295.224,330.99,300.326
YJR050W,14.4684,9.68603,10.8111,48.7556,67.0209,55.364,80.2579,79.9324,88.2389,70.8934,73.2001
YMR052W,11.8177,7.83766,15.386,32.3005,41.0698,32.5986,34.6177,40.3355,47.4619,36.5264,37.2749
YOR330C,11.2021,10.2274,13.6442,61.8254,56.1165,57.697,65.297,74.251,74.7381,50.0494,46.0615
YNL138W-A,11.7977,14.2341,9.16776,41.2248,26.9714,34.1619,48.3472,60.4797,45.7812,51.9807,44.8793
YIL135C,10.2285,12.4145,12.582,34.9416,31.4855,32.2183,52.3362,54.7812,54.7446,52.2529,48.9914
YEL070W,15.2312,6.56655,13.5322,148.439,163.489,165.619,548.575,567.398,588.365,1853.28,1820.45
YNL063W,14.4274,9.33723,11.6145,85.136,83.6372,72.1445,102.4,95.6908,114.703,88.0549,101.231
YDL067C,15.4347,10.0551,9.89635,31.1814,55.1394,40.1727,74.6898,58.2638,80.5014,61.8721,84.8069
YHL037C,12.2547,12.2334,10.9665,25.1823,25.0363,28.7708,41.3457,40.8429,38.0462,30.9801,31.5127
YCL069W,14.1431,8.87954,12.5272,29.4126,33.8549,34.6308,33.9283,34.1576,43.3369,36.6701,37.4006
YDR425W,8.63965,12.6699,14.4756,89.2439,97.0338,104.951,156.395,184.729,174.436,253.122,232.447
YPR030W,15.0453,7.59521,13.2352,21.7149,28.3268,27.1112,50.9818,49.5506,61.6173,83.5649,82.468
YLR375W,11.7266,13.7548,10.4597,59.4519,46.0969,67.6487,53.6149,71.0475,60.4131,64.7367,48.5445
YKL051W,12.5864,10.8411,12.5525,33.0777,37.3522,35.79,62.3168,58.8954,46.072,118.502,99.4333
YNL336W,6.25315,17.4567,12.2773,120.273,123.56,117.057,284.001,272.365,297.35,581.821,566.998
YBR299W,10.1726,13.9679,12.2197,168.366,188.769,205.61,707.63,802.167,734.537,1757.94,1587.68
YER095W,13.3277,13.057,9.99705,56.253,67.9404,65.5583,92.7045,95.3159,101.38,95.8872,104.15
YKL107W,9.80206,12.1747,14.4099,26.3883,44.8355,39.3294,65.1091,68.6837,90.0642,415.022,559.15
YAL009W,13.6016,9.28068,13.5107,80.8763,90.2442,70.5645,118.112,111.521,139.343,127.53,155.302
YBR047W,11.9419,14.5504,10.0441,41.7666,27.5068,47.99,63.1969,76.0097,62.8581,58.9137,51.3138
YLR026C,13.4078,11.2747,12.0783,49.0237,55.2212,57.8218,78.6058,82.1719,80.2017,88.0845,95.5395
YIL090W,16.9191,8.01192,11.8393,141.53,159.665,148.533,320.334,267,321.678,295.849,341.262
YJR084W,14.905,12.4402,9.47622,79.3665,93.3264,78.8229,131.001,131.459,133.327,137.038,156.035
YMR114C,7.4654,16.045,13.327,88.8465,80.6275,95.3281,139.71,168.075,175.307,192.459,197.216
YKR019C,5.96589,22.5293,8.51598,78.9316,105.033,115.412,170.569,212.884,128.773,122.226,81.0233
YJL062W,18.7759,9.13461,9.25892,108.054,113.577,112.845,159.108,154.342,152.919,145.676,150.912
YCR106W,11.5565,10.7623,14.9716,46.1434,57.2402,54.3274,74.4946,62.714,70.6677,68.1142,67.1641
YAL031C,11.8929,12.6739,12.9697,47.0234,47.6533,42.8712,60.4416,64.0557,66.35,65.3912,71.1139
YNR063W,14.7563,12.7421,10.2977,75.6758,80.7676,82.4523,118.555,133.724,131.176,121.362,124.971
YER111C,14.9168,13.794,9.51447,55.8375,61.3529,58.7331,74.3478,81.314,85.2913,73.3812,64.0553
YOR208W,14.1359,12.0202,12.1654,72.1056,60.9724,73.5518,168.183,186.621,189.302,322.847,316.969
YBR128C,15.7616,13.4791,9.09861,53.0432,54.5809,59.9163,98.1504,83.948,90.902,113.741,117.868
YPL138C,12.4243,11.296,14.6597,47.2127,58.3498,52.9853,70.5247,65.5688,62.4662,52.8436,59.7354
YHR118C,13.9002,8.4721,16.0599,50.6608,59.4081,53.5082,81.4674,81.0988,88.7081,84.0118,80.5505
YKL119C,13.7719,11.0511,13.7138,88.9417,109.237,79.585,163.342,150.446,166.099,155.514,175.571
YDR069C,9.69389,12.3798,16.5527,86.1952,79.488,78.2819,121.698,130.338,137.045,160.959,150.392
YLR137W,14.1701,12.3779,12.1476,41.0432,43.2455,50.4747,54.1057,67.6993,45.4812,54.2257,49.7929
YDL057W,14.3827,11.852,12.4733,58.4112,57.4848,48.016,75.1769,78.8611,89.3113,99.5291,119.539
YLR437C,13.7662,14.5652,10.3827,28.3309,30.2327,28.0044,34.0416,36.4534,41.5547,34.8767,34.645
YDR443C,11.2277,10.6623,16.8483,75.6392,83.8768,76.5156,125.496,124.165,137.435,106.864,100.256
YNL257C,14.1889,12.5025,12.1669,112.568,136.615,110.77,194.535,179.792,223.566,217.96,223.582
YJL134W,15.6125,11.011,12.5306,83.6175,83.8947,81.2082,124.493,127.135,137.365,190.161,200.159
YEL044W,11.9734,14.8653,12.3242,54.7045,59.9238,53.3809,74.328,74.7521,72.8874,51.929,56.7418
YJL057C,7.79535,12.2647,19.2135,187.79,180.188,189.918,390.965,395.184,408.256,485.779,507.184
YMR043W,12.0125,11.3547,15.9143,57.4124,56.2055,49.9915,51.1172,66.8129,62.9468,46.276,50.8945
YDR349C,13.132,12.6829,13.4683,61.3469,64.8458,63.8174,117.123,111.297,116.641,124.593,129.265
YDL142C,9.07297,14.5656,15.6917,68.0801,85.6794,74.3327,131.624,104.259,125.527,109.519,119.254
YFL046W,11.7916,12.5173,15.0452,80.1603,85.8172,85.065,115.641,141.401,141.778,123.194,128.941
YDR470C,11.3163,13.0875,14.9742,124.869,122.117,131.902,181.483,215.162,190.165,221.286,191.833
YMR156C,12.9046,13.657,13.0354,32.5517,32.8215,30.9743,44.7339,41.3945,50.6914,56.0182,52.903
YGL178W,14.7148,11.5959,13.4994,176.766,169.189,187.977,279.446,316.154,286.8,363.524,297.756
YJL218W,13.5896,14.1414,12.1926,42.0532,43.5541,44.4684,78.4914,87.0445,84.8745,117.317,114.356
YML050W,16.2637,11.5465,12.4107,60.2785,58.8328,49.7307,85.074,86.5472,99.8168,102.363,97.9295
YKL018C-A,14.9009,13.2162,12.1947,80.5075,94.2156,87.2952,123.917,131.453,139.974,173.922,163.472
YDR302W,13.8791,10.6937,15.8299,103.64,97.2178,101.766,169.555,193.287,182.22,208.383,203.377
YER072W,12.9612,14.2014,13.4572,98.5542,111.493,101.241,159.218,153.859,174.2,144.294,181.649
YNL199C,15.2364,12.1639,13.2374,62.8173,58.7691,52.4912,66.009,64.9368,76.2945,55.9096,58.229
YPL272C,15.4494,9.21346,15.9778,47.3768,50.0288,46.7555,81.0124,89.6053,86.2565,78.1449,80.4723
YPL166W,16.9267,10.6008,13.3456,26.5248,24.9556,31.3618,34.1008,44.4178,46.4011,39.2049,37.3667
YER046W,17.6793,13.3433,10.0042,47.9621,42.5027,44.6145,72.9424,74.6331,78.2502,86.8201,86.3413
YBR058C-A,16.177,13.3985,11.6483,86.7512,90.7481,102.453,132.107,150.304,118.725,161.253,121.421
YDR084C,11.5845,14.1234,15.5991,94.7143,104.972,111.526,159.767,148.861,143.449,155.666,156.713
YNL080C,15.2884,15.5631,10.4643,126.229,137.464,132.505,191.764,198.159,214.901,195.319,199.166
YPL140C,16.5537,14.1055,10.7067,89.616,86.8886,82.3627,100.923,109.128,120.987,95.3868,91.7175
YNL047C,10.2839,15.5299,15.6085,33.4226,33.905,36.7497,48.4666,45.1198,52.898,47.0546,48.8416
YLR455W,15.4319,10.7329,15.3679,37.2585,41.5715,43.1038,57.2941,53.2112,61.5988,56.0707,53.4692
YOL054W,11.9782,14.6527,14.9449,52.9608,60.8008,58.7554,83.9716,81.8183,86.0187,81.2556,98.5283
YER074W-A,14.0545,13.8623,14.0463,87.8007,120.287,75.9045,166.584,110.714,191.158,115.71,185.098
YIL047C,13.8209,14.2748,13.9307,127.396,125.173,130.957,161.033,163.597,153.394,167.15,154.324
YMR198W,15.252,12.2345,14.6554,27.0413,30.434,32.1879,34.7698,37.1887,38.0527,29.5403,39.0023
YOR245C,11.5343,12.9525,17.7184,112.84,130.498,108.828,220.083,212.478,219.369,258.018,248.39
YMR119W,15.9513,8.85746,17.4571,206.295,227.702,214.632,389.423,377.452,431.423,387.631,395.385
YNL136W,11.6764,14.9804,15.743,52.5035,48.8116,43.3769,48.1946,50.0814,55.8804,58.2962,54.8468
YHR204W,11.7991,14.3426,16.2727,83.2851,83.0513,78.8401,125.539,118.273,133.646,124.707,125.024
YHR006W,15.1393,13.5973,13.7858,80.3226,82.0793,75.6714,103.144,97.343,118.426,93.4495,109.939
YCR044C,15.7438,10.7216,16.144,101.528,122.368,110.721,182.259,143.849,203.341,168.002,194.351
YGL126W,14.9496,9.76303,17.9672,156.095,213.148,183.883,327.899,279.305,366.066,325.386,370.465
YBR233W,15.0352,15.1411,12.565,40.4477,49.927,42.5567,65.4099,61.3454,66.962,65.2401,67.9167
YNL078W,16.7147,10.784,15.3798,27.6343,25.3445,25.2531,69.652,97.4208,89.3281,178.954,166.849
YIL097W,13.099,11.712,18.1458,60.7313,92.3491,62.7283,154.002,108.174,162.493,147.633,204.592
YDR421W,13.9605,12.6757,16.6931,151.221,152.632,156.612,216.621,233.604,243.012,293.887,282.424
YDR151C,17.0831,12.8244,13.5459,45.8986,58.2449,51.1542,74.4809,66.7579,76.9257,62.5042,61.2227
YOR284W,17.8,14.0184,11.7739,77.154,75.1911,79.2733,96.1057,99.45,114.006,116.632,117.489
YGL255W,12.317,16.2558,15.1283,38.1999,39.1729,37.8049,74.4539,65.1447,72.63,84.6635,112.888
YGR288W,18.7398,10.3549,14.7353,98.1845,117.187,96.6402,177.013,190.691,199.475,215.862,205.345
YMR283C,18.0765,14.0657,11.838,66.5797,53.1067,62.0591,68.6584,74.6433,79.6628,64.7115,62.1236
YBR107C,13.9964,14.8011,15.3362,52.0418,56.5025,53.2126,87.0225,96.7946,104.395,95.8126,103.376
YPR001W,14.4092,12.5731,17.2158,86.5766,119.595,105.59,250.828,243.023,276.179,577.596,603.205
YMR035W,16.9378,11.9325,15.3671,55.3783,56.3732,59.1368,105.979,110.961,102.921,114.209,126.624
YOR343W-B,14.9223,17.0802,12.3086,255.628,267.534,239.393,307.344,291.98,332.102,244.854,263.703
YHR166C,17.5615,12.6961,14.0704,143.173,137.638,164.054,233.883,246.174,239.456,297.132,272.208
YLR453C,14.2281,15.5708,14.5489,76.599,78.3772,78.435,112.342,114.858,122.904,130.569,126.563
YER038W-A,15.8574,16.4219,12.0713,53.9948,59.5557,62.825,134.985,151.518,136.477,190.902,163.776
YNL320W,14.7121,12.444,17.2458,93.5006,103.349,107.235,147.497,162.771,164.724,159.595,164.449
YOR327C,7.3111,20.7509,16.3557,136.148,114.485,142.37,165.639,213.793,175.111,212.162,173.263
YLR147C,15.6246,16.3784,12.4207,50.5652,35.5355,48.9328,47.833,64.9654,38.4595,56.1708,38.7001
YJL100W,14.8214,16.7766,12.9774,64.9352,78.3928,82.8236,131.125,132.933,127.34,141.106,143.274
YAL022C,14.3889,13.4903,16.8171,96.4819,93.0645,92.7926,116.319,123.191,144.275,130.715,129.794
YIL112W,15.1195,14.1964,15.3851,60.7965,62.3735,71.2202,97.7047,104.646,111.921,127.996,112.866
YDL212W,17.7064,11.069,16.0024,54.9126,52.7902,51.6694,80.2107,78.4122,82.615,89.5056,94.7548
YBL102W,13.4059,20.798,10.5987,155.874,159.729,153.425,232.468,237.974,243.808,244.909,239.126
YDR119W-A,14.4318,14.658,15.7179,29.2312,37.2536,34.5909,54.9602,58.4652,60.2629,61.6692,65.5518
YPR031W,17.9906,13.5346,13.3123,73.2011,67.4598,70.4402,58.3577,70.841,68.2115,60.1664,53.0575
YMR293C,16.4554,14.4455,13.9392,58.0212,65.4187,58.6497,95.3385,94.8235,103.438,94.8836,104.644
YGR024C,15.3746,16.5951,13.0625,65.9439,64.4464,69.1918,105.66,108.755,103.019,121.184,126.553
YJL102W,15.3232,10.0632,19.8624,66.651,63.6576,54.8769,107.744,107.472,102.225,116.788,117.387
YGL041W-A,17.3156,15.3315,12.7519,80.3848,73.0374,67.9207,81.799,92.3321,91.5655,93.2132,91.0592
YPL191C,16.3571,11.3191,17.7439,143.268,149.359,143.331,251.843,259.338,267.486,326.603,304.274
YAL008W,16.0202,12.3858,17.5461,115.948,129.157,118.95,208.357,198.476,223.76,231.027,230.312
YKL149C,18.4214,15.6525,12.0159,117.017,104.039,124.07,135.39,166.895,137.834,162.797,137.676
YPL047W,15.1411,14.9881,16.0592,71.2159,80.7197,84.7776,135.791,157.625,172.481,162.796,183.553
YOL122C,17.7504,11.2792,17.2881,63.3396,75.0801,73.7603,149.709,151.831,164.24,236.681,245.643
YLR033W,17.3127,14.932,14.1055,56.1634,61.899,63.4726,60.8413,64.826,66.8444,56.9705,64.3956
YJL058C,16.409,13.0053,16.9797,39.083,49.5524,45.1886,67.9869,51.2846,72.0065,55.9658,64.9399
YDR309C,16.9503,14.0445,15.4023,99.3607,100.126,88.3657,105.214,107.416,111.988,93.1346,100.435
YBR253W,15.6303,16.4587,14.3195,32.8756,38.7228,31.6466,30.4145,39.5597,36.6872,18.0507,14.4401
YDR503C,13.7474,14.4033,18.3586,150.044,150.223,172.041,244.623,244.401,233.421,301.645,281.29
YIL056W,15.946,16.0918,14.7059,52.6013,56.1792,55.2711,65.7064,73.2174,78.5016,66.733,69.389
YOL153C,14.075,13.8245,18.9647,54.135,47.7442,58.7598,86.101,85.4477,99.8905,104.734,124.589
YHL019C,18.3374,15.977,12.6249,57.1759,62.779,67.6897,97.3797,91.4187,104.062,132.722,136.912
YNL294C,16.7955,16.0142,14.1359,61.2065,72.9419,70.7435,102.729,110.189,123.515,141.281,151.18
YAL044W-A,14.8987,14.0905,17.9846,85.5658,96.657,93.2258,118.494,113.23,136.906,113.641,104.634
YHR079C,19.3213,11.9006,16.0176,227.148,245.272,249.892,411.88,388.023,472.045,425.284,451.988
YPL236C,16.2569,15.1011,15.8825,75.3278,92.6765,84.1353,137.194,141.305,159.982,180.147,180.364
YOL068C,15.8008,15.0557,16.6222,68.3234,70.2455,71.3526,82.6776,88.6063,99.6198,75.0866,88.2932
YER059W,14.9004,14.9989,17.8331,46.1056,59.4531,57.9688,70.2323,68.2795,73.4354,51.0961,50.7706
YDL120W,13.9107,17.7132,16.1216,37.9812,27.0855,53.2568,44.4878,80.2071,42.1072,68.4551,39.552
YKR075C,18.621,13.6625,15.756,73.1375,75.698,70.0086,158.852,158.036,180.721,204.288,219.039
YOR349W,14.2316,17.3594,16.5051,124.968,135.383,132.412,186.765,192.337,214.751,229.004,218.442
YFR029W,14.0256,14.5062,19.5969,56.2829,55.1234,55.4702,95.2095,104.772,105.995,107.875,128.459
YER079W,16.1855,13.518,18.5011,48.1776,59.3407,48.413,83.9102,94.4538,103.699,89.396,100.367
YJR035W,20.3541,16.3235,11.6275,72.4729,80.7531,74.4285,102.715,112.944,107.422,111.19,110.535
YHR101C,14.5233,14.2894,19.5257,131.694,142.007,122.68,218.19,225.536,231.134,240.913,242.501
YBR235W,16.7277,15.7957,15.9774,141.84,124.041,149.32,203.252,283.739,210.133,304.762,237.699
YBL034C,20.8962,15.5813,12.0413,86.27,101.186,86.0905,131.761,122.255,142.535,157.654,158.511
YLL043W,17.6129,15.7801,15.1463,32.1416,39.516,26.657,55.721,41.0005,52.1911,60.3082,61.4409
YNL273W,18.7589,13.4868,16.3211,97.0098,82.6353,79.1814,127.76,135.318,138.542,135.21,140.811
YLR050C,17.7407,12.9407,17.9175,220.599,268.574,238.308,539.669,468.008,610.056,640.015,734.284
YNL305C,15.9221,15.8575,17.0644,79.4169,95.5251,83.9199,149.98,125.439,165.372,152.68,172.011
YPL188W,15.0814,17.5051,16.3497,59.9885,75.5777,58.4195,105.119,109.543,140.953,145.142,153.844
YKL098W,15.2399,17.5055,16.3834,83.7554,82.0366,72.5088,101.886,113.622,114.541,102.826,98.1924
YKL004W,11.3611,19.7876,18.0388,126.485,116.679,132.563,215.085,245.003,270.287,345.152,295.08
YDR252W,39.8977,0,9.32555,10.161,55.8327,93.3916,74.9652,42.4749,58.9176,70.1675,13.9209
YDL013W,17.2777,14.4074,17.6097,61.5787,69.162,65.0199,88.9082,94.3336,99.7483,99.1386,107.771
YAL015C,15.0733,16.1812,18.1115,51.7069,58.3059,53.8316,64.4246,72.1189,74.2668,56.2592,66.1844
YAR008W,15.3766,17.5496,16.4765,58.6749,54.5529,57.686,85.7269,82.9934,77.3564,90.4981,97.1597
YKR100C,17.9777,18.0023,13.4448,50.5235,61.1559,61.3731,69.5039,91.1799,83.5732,94.3258,90.1835
YGR183C,16.2094,15.976,17.3207,51.4981,59.0468,60.071,104.118,113.377,127.874,123.273,123.134
YDR066C,17.2886,14.3803,17.8531,67.7624,65.7184,72.9651,99.8177,91.0373,105.097,80.5895,85.3483
YGL128C,18.937,16.3804,14.4002,64.6562,66.7229,73.1968,86.5139,90.0299,100.287,98.3467,87.4772
YKL209C,16.3266,14.4737,18.9701,143.528,158.135,146.883,178.723,174.823,183.074,149.099,162.386
YIL127C,17.6109,12.5195,19.698,52.2678,63.9548,46.6227,97.86,95.4867,93.7981,99.6641,102.721
YBR136W,17.7789,10.1713,21.9125,143.861,161.935,153.924,207.103,197.193,243.341,194.899,226.877
YDR498C,17.735,15.4484,16.7419,184.409,173.324,180.186,238.232,271.298,238.593,273.244,256.39
YGR276C,19.0951,15.183,15.661,89.897,95.256,96.5433,120.988,123.684,122.357,112.863,124.155
YGL075C,17.4678,15.9009,16.7151,71.3821,74.2754,81.1588,98.3933,94.3977,104.068,108.209,100.288
YGR071C,19.0901,17.0969,14.0248,82.0854,88.8075,88.0924,120.636,107.911,132.378,111.017,121.363
YBL084C,15.8775,16.6695,17.7334,95.4118,94.8388,103.694,129.964,143.979,140.561,157.08,150.973
YNL217W,19.1421,13.4922,17.705,44.5059,43.0919,46.7969,69.4144,72.2162,65.8889,92.9246,84.1717
YLL012W,19.0627,13.2257,18.0524,75.9721,94.0302,74.262,122.508,106.302,135.596,177.703,203.271
YPR094W,17.6608,15.8654,16.8263,49.9037,60.8194,52.8976,74.1772,73.1677,66.2987,65.5407,72.74
YOR278W,18.8543,16.1327,15.4653,62.1628,51.3159,63.6045,108.612,103.542,121.075,148.012,133.253
YBL095W,19.8198,16.638,14.0662,68.0409,68.0749,61.2246,107.458,118.919,120.866,112.224,129.697
YMR037C,16.8041,17.2743,16.5699,41.7908,49.1141,49.1502,64.1987,70.9782,67.0472,67.6781,58.4296
YOR351C,14.3559,23.1691,13.1507,111.476,79.17,107.259,113.103,132.143,91.8176,112.954,92.9085
YDR240C,14.3408,17.9925,18.5062,110.095,127.968,108.343,171.429,155.375,163.302,150.328,167.917
YMR166C,17.7154,20.4324,12.9694,31.2967,43.5775,37.1115,51.2821,53.4097,45.7501,55.1514,61.4134
YJL147C,19.6057,15.6679,15.9884,53.0431,42.2669,50.5302,72.5522,72.7727,76.2475,75.6295,69.5811
YML019W,21.2683,13.0972,17.0705,136.77,147.907,136.738,212.377,204.758,240.264,187.979,202.812
YDL217C,16.6018,15.0545,19.8024,54.356,57.6584,48.1284,93.5552,88.8932,107.009,112.465,124.641
YJL107C,14.6999,19.8162,16.9656,71.5565,53.4802,76.2891,85.65,124.741,88.5786,107.705,68.0134
YPR139C,17.8536,16.5687,17.0632,229.835,209.033,247.567,384.67,437.074,411.372,449.865,429.97
YPL157W,16.2307,17.6696,17.9674,55.9466,56.8457,62.1699,74.8467,90.5198,90.0712,121.952,111.542
YMR010W,17.1544,15.3273,19.4081,94.0252,101.347,96.0606,131.126,127.503,131.022,141.239,146.659
YHR015W,19.3464,13.493,19.111,131.396,146.469,126.706,210.636,220.569,263.844,281.797,325.638
YOR154W,16.1312,16.3092,19.5918,76.697,79.4367,80.1089,100.234,110.496,118.02,108.545,106.246
YDL220C,17.5492,11.8401,22.6847,92.153,103.873,90.4136,114.944,119.602,121.786,116.055,132.776
YKR088C,16.7158,18.6365,16.7914,147.461,143.827,141.871,196.95,218.21,223.109,218.69,222.73
YJR110W,18.535,14.6264,19.513,112.547,120.34,119.91,185.157,187.481,192.83,219.354,224.571
YDR026C,19.3382,14.1695,19.2408,45.5299,52.0581,46.4905,66.1262,76.5,70.7644,87.63,86.0202
YAL025C,16.7578,16.5358,19.5418,90.6257,100.106,100.1,126.094,121.248,126.465,111.467,121.792
YPR199C,17.0653,14.7646,21.0536,43.8125,41.7957,46.1529,46.4954,32.963,46.6988,32.7656,40.3634
YCR048W,12.3085,17.3918,23.236,299.287,332.018,288.293,462.11,468.014,554.413,391.598,463.669
YNR065C,17.3216,18.598,17.1834,153.601,164.09,171.4,979.211,1032.46,964.198,3322.59,3110.5
YIL158W,16.8497,19.8535,16.4434,85.5728,93.9809,87.0638,135.927,146.636,142.448,169.523,162.245
YML046W,20.1358,12.7263,20.3355,108.536,111.592,108.903,160.518,147.849,163.532,161.466,154
YBR255W,15.1021,20.1316,17.9782,130.766,124.59,133.191,221.632,202.894,219.378,259.178,249.82
YIR022W,19.4038,12.5296,21.3414,96.5102,109.512,118.312,146.769,161.273,151.596,146.597,135.998
YHR164C,18.6617,13.6903,20.9305,97.2204,103.235,102.623,164.846,131.615,173.419,183.669,196.773
YDR235W,16.4844,22.3052,14.5386,134.152,130.817,143.088,160.448,172.374,173.07,181.142,172.576
YPL029W,22.9606,13.3009,17.1538,53.2721,60.6846,58.7468,71.9702,61.7109,57.8648,55.5394,53.85
YLR283W,19.0838,18.8908,15.4593,81.2725,97.3351,91.949,121.809,118.206,145.352,131.304,148.283
YIR021W,19.2489,14.7152,19.7544,76.0106,81.2116,78.7341,144.995,143.654,149.028,167.85,163.817
YHL012W,16.2244,16.5277,21.0084,102.044,106.117,107.462,164.718,181.13,176.5,194.128,199.138
YDR359C,20.7203,14.6203,18.48,41.2462,60.5231,43.8048,67.8596,53.123,69.3729,54.1925,75.121
YGL160W,22.1848,17.1509,14.4929,112.841,119.708,118.842,192.885,199.772,244.034,206.884,222.229
YGL098W,20.7789,9.34386,23.8053,139.147,130.073,160.982,212.573,244.27,209.454,249.001,221.567
YLR237W,16.8837,14.5317,22.7379,188.893,247.321,175.61,584.014,427.495,654.651,481.351,579.42
YOR075W,20.5918,15.7682,17.8615,114.586,128.52,117.348,165.249,185.234,189.914,178.844,172.777
YJR015W,18.788,15.2563,20.1929,144.013,171.976,153.476,144.01,145.577,157.898,120.691,127.484
YDL087C,21.8156,13.2754,19.1492,52.9297,57.3389,54.6018,72.4001,69.0111,73.4736,65.3097,64.5076
YMR287C,14.0475,24.1493,16.1114,135.335,117.436,150.094,181.983,237.933,187.647,235.5,205.899
YOL043C,19.1452,19.6436,15.5559,67.1678,66.649,62.9595,94.3402,110.725,108.525,135.352,130.117
YDL001W,20.9934,12.6895,21.1323,110.332,115.558,107.098,149.945,150.701,167.278,158.507,162.586
YBR187W,18.4154,15.5899,20.8322,90.452,90.0881,82.8512,101.431,113.524,109.623,104.614,109.649
YEL061C,16.9735,15.3527,22.5457,86.3713,89.2485,102.15,153.033,162.85,160.125,186.336,181.133
YBR275C,17.6577,14.1736,23.0612,154.986,179.907,158.902,263.518,257.46,277.413,268.807,293.807
YOR246C,17.4059,15.4091,22.4067,85.1335,100.685,82.5004,97.0424,88.2096,102.031,84.5491,90.1156
YNL234W,17.9547,16.7685,20.6536,62.1369,69.0747,68.638,90.1709,81.2424,92.8764,111.266,110.182
