string_suffix,1h_rep1,1h_rep2,1h_rep3,3h_rep1,3h_rep 2,3h_rep3,5h_rep1,5h_rep 2,5h_rep3,7h_rep1,7h_rep2
YCR054C,75.2236,63.2141,66.2293,469.057,513.987,489.801,761.994,795.13,831.731,908.972,952.264
YBR264C,69.673,72.371,62.8521,378.931,378.448,371.593,500.756,600.196,567.958,612.68,574.434
YIL016W,70.093,58.6431,76.4356,378.314,434.445,414.228,513.385,444.493,565.63,407.184,458.189
YGL184C,65.7804,69.744,69.6998,232.796,237.301,224.49,376.8,402.212,415.354,452.524,443.624
YLR422W,77.0569,57.8734,70.3927,421.428,418.495,422.318,493.343,505.133,548.938,522.987,556.275
YGR089W,71.6,60.5288,74.3317,393.194,455.427,394.267,686.195,664.296,814.456,845.417,883.602
YBR074W,73.0212,68.65,64.8345,566.878,614.714,556.532,866.471,814.438,970.306,810.976,872.267
YKR096W,56.8703,69.5864,80.1927,483.413,487.888,480.363,755.814,744.627,781.054,870.997,898.18
YOL053W,65.2788,66.662,75.1714,420.76,453.44,453.642,720.688,785.651,773.047,892.098,882
YPR008W,69.9346,70.4325,66.798,133.301,136.553,131.175,155.515,173.759,180.86,102.394,88.9497
YDR313C,79.4358,65.1473,62.766,218.142,248.496,217.722,359.207,336.105,421.997,436.829,464.459
YIR024C,73.1912,64.5088,70.2351,156.511,176.737,166.433,364.106,385.976,372.683,491.375,506.147
YDR083W,70.7963,74.9992,62.5134,250.839,281.197,238.41,339.072,328.645,336.582,347.601,367.265
YGR263C,74.6825,51.9743,81.8601,635.969,711.395,683.558,1063.85,1115.69,1199.01,1204.12,1294.52
YBL080C,79.5394,62.9145,66.1782,284.316,288.17,315.849,442.162,478.652,477.185,474.988,490.415
YOL148C,76.7565,64.191,67.7222,202.487,216.587,205.705,242.863,255.029,287.981,268.082,274.052
YDR198C,66.8461,61.0609,80.7985,468.325,505.263,466.937,705.355,691.857,743.159,779.113,827.082
YLL035W,77.271,71.5489,60.07,333.009,377.217,361.515,513.235,520.266,563.387,645.391,649.892
YOR052C,68.9922,60.9146,79.1016,247.927,272.46,273.361,367.846,387.997,402.07,380.765,365.292
YOR360C,68.3555,68.5754,72.5331,422.066,430.161,434.491,716.946,734.123,755.802,885.612,900.824
YBL104C,71.508,68.8173,69.2099,286.216,315.285,289.732,377.038,369.291,384.151,373.42,375.877
YJR098C,75.446,67.6987,66.4758,201.749,199.121,215.924,282.867,316.69,310.324,337.657,342.072
YMR286W,75.4781,60.2406,74.055,165.117,188.968,186.242,296.484,307.905,335.661,348.243,364.348
YPR105C,74.085,65.5928,70.4092,416.311,446.487,442.931,677.303,674.631,735.91,725.409,736.941
YNL215W,76.9731,71.3605,61.8857,189.657,195.422,184.724,216.768,232.572,228.085,191.832,187.202
YER157W,72.7971,61.5429,75.8996,333.532,347.846,351.458,483.251,534.491,523.499,609.928,613.498
YKL184W,74.5257,67.3856,68.4342,54.2565,73.1079,74.4543,50.6173,55.6573,63.597,50.5604,51.9924
YGL236C,75.2452,67.8583,67.3255,321.817,316.372,317.075,326.436,389.199,380.578,250.037,242.51
YML065W,74.8464,62.5607,73.3608,552.131,599.354,588.347,896.989,923.842,981.653,1054.45,1042.95
YHR109W,64.7461,75.6426,70.411,515.974,540.838,528.257,715.643,766.878,731.709,716.895,760.434
YCL034W,70.0183,68.1024,72.7461,171.59,196.128,186.363,284.958,269.676,301.224,313.668,324.157
YLR139C,72.0562,65.2933,73.5432,313.115,338.787,325.375,405.982,434.023,434.765,392.904,414.557
YJL204C,65.5877,69.861,75.465,678.238,706.802,640.17,1088.83,1060.36,1129.14,1256.49,1294.43
YDR500C,64.742,71.4573,74.7336,484.496,520.788,542.858,901.6,1045.55,1121.29,1217.69,1223.86
YOL133W,76.0141,61.839,73.1197,186.266,175.501,163.943,257.59,253.037,251.558,362.199,315.89
YNL246W,82.31,66.9353,62.8134,225.813,255.115,261.932,380.132,414.964,416.467,476.193,453.492
YBR102C,85.0499,59.1447,68.0977,357.576,411.972,376.247,593.876,577.388,675.546,671.838,746.026
YBR254C,70.2918,63.9877,78.021,236.654,256.214,232.154,332.883,329.447,345.548,352.044,371.544
YER054C,65.4725,77.2816,69.5811,248.189,221.19,238.115,516.598,577.441,528.31,843.3,788.022
YDL024C,79.0028,65.9404,68.2447,191.609,189.65,190.67,246.926,271.395,274.848,508.72,500.499
YHR154W,69.9288,74.1902,69.2013,283.918,299.25,270.936,400.152,385.836,443.235,435.854,475.77
YDR200C,76.2468,77.0137,60.8776,272.504,257.789,290.708,379.2,417.731,403.291,484.392,401.094
YFR019W,73.1984,67.5595,73.6283,354.642,415.551,357.106,656.35,644.287,761.014,773.636,864.792
YHR191C,68.316,68.6115,77.5,168.051,192.377,190.259,189.367,190.054,202.885,159.478,148.876
YJR014W,72.2107,71.332,71.3785,345.47,328.461,352.47,538.554,614.457,557.466,649.098,593.365
YGR142W,77.7833,71.1088,66.1987,52.0823,45.8405,57.388,57.6349,70.3188,71.7181,115.518,105.43
YHR144C,76.0818,65.3664,73.7117,228.589,241.357,233.142,340.554,346.488,331.196,346.216,355.83
YPR111W,70.4308,69.814,74.9206,316.576,316.756,305.907,407.614,456.75,492.326,501.359,471.575
YPR155C,57.8626,73.5806,83.8279,602.683,649.791,645.164,1019.96,1028.43,1089.97,1151.4,1135.73
YDL111C,66.6773,64.4937,84.1473,260.019,276.112,265.303,324.269,354.127,342.055,322.328,318.088
YEL001C,69.6196,76.0678,69.6335,327.456,279.918,334.98,434.514,514.285,414.458,461.041,386.647
YKL170W,73.4586,66.4125,75.8108,226.729,235.281,222.688,408.033,434.118,470.795,536.948,531.212
YNL316C,77.3733,68.8548,69.746,273.942,260.858,284.013,323.574,372.893,341.728,353.042,320.664
YDR031W,71.8316,67.6419,77.9319,202.087,221.533,211.102,410.233,440.409,458.123,439.921,475.018
YBR135W,82.7569,68.0255,67.197,258.898,253.524,260.217,293.011,288.419,314.582,249.895,226.344
YHR122W,69.0621,64.1759,84.7456,285.355,298.79,298.845,387.991,369.016,404.541,387.252,394.676
YMR282C,70.8824,75.1872,72.3319,274.172,251.17,242.806,369.893,380.972,350.97,332.714,377.179
YGR169C-A,77.5571,66.5268,74.5851,661.83,587.334,690.745,1117.7,1351.28,1139.03,1436.58,1278.74
YKL065C,81.3048,56.4931,80.8886,562.535,640.415,608.605,1474.24,1385.36,1685.68,2112.29,2193.82
YMR273C,78.4965,71.623,68.5766,331.647,342.945,334.378,515.016,549.931,555.58,598.173,561.702
YPL186C,73.4656,72.0635,73.3607,175.452,183.744,194.575,339.24,346.6,354.653,451.774,447.029
YNL115C,70.652,80.6426,67.9523,416.196,349.491,436.898,597.555,770.384,608.374,902.753,698.132
YOL042W,73.5821,76.5799,69.9019,244.536,285.754,266.421,333.396,331.298,357.23,360.05,348.712
YDR412W,70.4824,70.7648,79.0361,238.212,248.133,242.459,486.035,515.194,589.707,613.724,615.172
YJL006C,72.2924,66.6165,81.5267,402.391,446.533,417.36,592.944,561.883,637.871,646.524,676.497
YKR078W,76.0072,64.4689,80.9601,417.155,442.224,425.754,670.486,715.673,743.029,712.031,763.061
YGR147C,72.0183,76.0266,73.4367,632.745,622.239,660.546,979.31,1042.3,981.563,1177.74,1114.94
YHR110W,76.8377,67.7333,76.9379,362.423,367.594,376.954,583.49,621.106,619.517,666.329,665.024
YOR385W,76.0965,71.5587,74.3458,218.105,244.416,222.802,382.556,419.639,419.468,958.039,1072.04
YHR168W,77.8644,65.0692,79.2594,243.264,285.134,251.311,331.523,334.164,393.404,293.624,331.578
YOR289W,72.9567,63.9551,85.4577,313.973,345.195,320.921,715.334,698.844,757.882,1167.81,1226.81
YMR202W,70.5134,67.4378,85.9521,643.736,724.226,700.002,1392.81,1233.27,1575.97,1657.25,1825.31
YDR248C,71.9713,76.1955,75.7368,337.918,303.653,356.347,350.811,436.753,374.013,419.393,345.763
YMR185W,77.2438,78.9305,67.8278,615.238,649.769,608.86,1105.48,1141.79,1223.61,1533.15,1611
YKL078W,75.3937,68.3969,80.3589,358.564,383.812,389.689,454.777,435.227,460.842,440.12,446.832
YKL039W,78.4424,68.7037,77.021,336.349,331.577,336.899,565.409,692.932,643.394,933.68,910.191
YPL259C,80.086,80.2334,63.9737,395.773,367.106,387.049,527.15,582.418,563.856,623.698,617.229
YPL203W,82.0945,68.8601,73.432,359.612,399.94,369.045,649.386,662.951,710.858,781.443,817.156
YEL018W,75.0349,73.9202,75.9508,192.034,196.339,182.866,273.436,276.782,283.13,274.024,263.664
YER010C,59.7458,108.564,56.9163,188.74,158.704,186.807,258.317,266.815,267.974,251.171,227.847
YJL082W,74.008,71.1858,80.3632,1074.75,1143.73,1110.83,2943,3035.22,3207.24,5686.93,5896.03
YJR046W,80.0284,72.0035,74.0013,575.308,586.997,649.628,803.917,896.047,834.698,948.01,828.362
YNL041C,78.0938,70.7502,77.2737,314.518,368.61,312.233,511.398,462.376,560.782,435.516,489.195
YKL008C,69.1985,80.0594,76.9952,626.565,539.819,674.259,987.975,1217.69,1034.53,1385.86,1113.5
YOR222W,71.7192,77.6279,77.2553,287.96,305.038,308.028,1007.67,1062.69,1111.84,1637.31,1685.24
YER163C,79.4995,77.1774,70.1671,218.385,220.556,233.473,282.855,312.235,301.401,246.411,219.118
YOR166C,84.3954,66.1208,76.5908,428.083,479.911,436.42,681.984,698.232,748.032,756.474,790.749
YJL158C,82.4791,75.5377,69.5581,152.644,153.504,149.735,364.35,357.575,394.58,455.814,449.611
YNR020C,71.7796,80.9206,75.7403,257.163,280.872,268.842,350.99,384.137,400.3,411.121,415.096
YDL115C,78.1972,70.7003,79.7314,170.029,196.408,204.998,237.909,247.656,273.42,253.834,276.403
YDR310C,67.2395,83.3607,78.4242,406.005,386.914,413.754,461.047,492.249,523.172,429.686,419.495
YHR075C,66.8209,88.7184,73.6301,533.036,487.799,576.42,845.905,1026.66,905.875,1175.67,1014.7
YGR112W,84.3133,60.2398,84.6234,286.443,360.545,295.788,473.858,368.893,530.621,425.785,547.647
YCR067C,65.7303,76.5399,87.5387,585.806,643.023,634.427,1094.28,1085.5,1150.62,1197.25,1208.43
YLR051C,80.9225,70.2024,78.8462,307.852,331.157,324.059,516.43,538.204,602.584,519.514,545.152
YJL128C,84.2698,74.1518,71.7143,308.178,319.027,322.925,447.513,479.742,535.185,578.266,578.745
YMR294W,85.8143,67.9673,76.4143,196.467,218.456,214.674,284.692,281.948,321.819,274.168,298.482
YMR200W,78.5122,68.4277,83.3716,126.614,163.8,140.446,316.116,249.467,352.242,338.844,404.998
YNR024W,75.7973,83.898,70.8534,525.721,531.226,532.616,829.771,861.652,848.241,807.149,774.238
YGL044C,80.6943,66.4264,83.4745,225.899,261.544,241.353,310.693,282.897,335.86,253.008,288.119
YBR153W,81.8622,70.7641,78.2515,248.445,248.483,250.908,272.738,287.809,301.094,275.699,306.883
YBR060C,83.098,72.2478,75.5588,304.563,330.254,362.333,432.695,472.097,486.824,485.399,432.768
YLR268W,74.9702,64.2732,91.7211,606.879,686.492,664.295,1171.7,1179.6,1268.15,1397.42,1462.77
YKR055W,78.8443,77.794,74.368,318.008,341.237,366.12,505.186,559.744,573.315,631.347,634.17
YFL052W,79.9586,72.7006,79.6233,304.828,332.137,358.039,446.815,477.11,463.338,491.124,467.026
YJL168C,76.4681,82.0783,73.8134,201.752,226.194,231.773,229.45,244.29,254.697,215.049,227.984
YOR320C,70.1733,64.4838,97.8167,648.284,764.254,701.568,1075.89,1001.7,1180.35,1054.66,1188.07
YPL053C,83.3475,63.9246,85.4397,286.491,318.103,311.887,426.775,398.483,436.91,437.244,459.895
YNL127W,91.4164,69.4094,72.0882,368.705,422.773,387.13,574.533,577.408,606.222,631.644,668.518
YDR428C,80.3681,72.2408,80.9612,406.298,466.957,428.361,598.826,637.843,630.227,649.985,636.694
YNL232W,83.2717,77.7398,72.6476,158.237,179.95,188.51,213.156,231,235.257,174.28,182.173
YLR393W,87.6442,69.7897,76.3548,338.501,357.623,352.293,509.302,519.83,531.504,524.768,531.606
YLR292C,74.6896,69.6804,89.5396,360.486,367.74,365.291,574.479,577.359,628.869,612.12,615.169
YDR086C,86.4141,66.9624,80.7073,234.61,281.621,235.332,424.993,337.023,441.685,395.554,502.946
YBL059W,79.2762,72.2402,82.5781,508.047,520.357,513.371,715.223,766.169,771.272,705.639,679.922
YDR476C,77.3566,68.6288,88.322,651.966,767.775,696.949,1195.35,1141.64,1328.65,1329.23,1414.8
YDR351W,83.4627,75.0287,75.9191,312.693,340.208,318.803,402.157,426.646,458.926,480.856,510.983
YGL012W,74.6814,76.2444,83.7826,551.493,575.069,583.92,878.362,937.632,937.745,1061.78,957.986
YIL087C,81.8552,70.4388,82.514,205.473,226.745,168.125,347.827,347.461,414.022,429.999,494.238
YBR268W,82.0093,66.2075,86.6885,301.793,331.993,294.616,492.902,481.021,573.668,465.768,534.346
YNL032W,81.1816,80.9878,72.7589,199.71,205.117,216.609,316.783,339.766,342.058,423.294,388.803
YLR442C,89.953,64.7504,80.4286,343.119,391.072,372.291,608.859,571.405,694.846,721.272,823.629
YOR252W,80.6296,76.3072,78.334,336.912,344.71,348.87,331.733,345.266,341.462,231.368,249.686
YFR038W,82.0878,67.7408,86.2426,245.259,264.647,241.852,339.516,345.611,349.163,350.347,366.824
YGR106C,85.9558,74.4318,75.7768,432.795,509.795,443.25,680.893,633.52,716.606,577.293,588.441
YLR231C,75.0106,76.1684,85.0613,386.077,441.24,396.799,516.338,520.041,555.571,465.553,495.453
YCR024C,77.6842,72.5764,86.2297,406.685,455.553,428.779,762.958,708.563,851.858,954.155,1073
YNL100W,79.567,69.7381,87.6222,341.976,421.494,357.486,598.671,560.776,680.05,622.007,703.588
YML096W,83.7785,67.1349,86.3261,387.064,416.012,409.863,603.709,631.703,671.872,698.721,703.759
YFL029C,72.9541,70.1384,94.5306,446.256,455.1,467.403,669.293,706.21,724.953,731.544,763.054
YNL011C,82.4993,76.5861,78.6232,459.421,498.632,484.379,950.521,913.209,1000.3,1177.41,1256.07
YLR454W,81.0023,63.4687,93.2698,776.36,919.279,764.785,1571.04,1424.04,1713.55,1612.15,1821.71
YMR005W,79.0204,77.2888,81.6223,328.742,336.067,331.915,341.803,338.494,380.856,301.775,291.098
YCR027C,80.9409,73.3258,83.8353,287.338,296.985,274.989,421.103,444.414,475.197,486.468,486.069
YDR448W,72.4382,89.5162,76.596,235.692,226.538,250.258,253.061,321.86,280.698,316.02,252.714
YBL074C,84.6786,78.0955,75.9125,345.931,319.121,344.72,460.442,467.813,451.518,462.163,463.259
YNR011C,88.9275,71.5403,79.1431,399.51,432.869,405.78,537.022,531.159,603.631,537.303,571.349
YGR002C,78.838,77.9962,83.1568,299.602,333.522,311.013,378.402,374.221,422.612,399.672,401.005
YDR404C,84.6089,72.1002,83.3628,232.01,235.698,249.52,350.294,381.886,376.353,429.706,436.543
YFR043C,64.7827,88.7149,86.6299,412.621,383.163,444.81,433.309,497.508,455.386,380.818,327.929
YKL205W,82.9122,74.4871,82.9713,833.158,845.072,797.753,1262.98,1294.3,1305.49,1337.01,1355.73
YDR511W,87.7567,69.6004,83.2737,274.499,285.85,252.03,367.633,396.9,423.702,331.457,331.698
YDR089W,83.5058,79.2344,78.794,562.004,627.952,554.277,1048.29,1010.9,1144.59,1206.3,1302
YLR439W,75.2869,74.383,91.8888,273.799,269.123,255.57,348.511,366.06,389.657,333.166,359.575
YLR332W,87.943,74.8093,78.968,345.741,379.16,336.396,525.738,475.172,530.406,571.372,562.996
YML115C,90.8848,64.4104,86.6954,549.586,647.702,583.241,933.208,883.76,1018.73,932.648,998.811
YJL183W,78.7691,80.2704,83.2941,594.903,603.347,609.939,802.852,862.232,855.922,905.425,808.759
YDR006C,82.5096,78.0751,81.8522,561.443,612.759,605.297,785.088,806.232,871.247,728.241,749.787
YJL124C,85.2627,75.583,82.1172,151.403,172.137,164.165,155.923,172.354,211.859,144.084,148.818
YCR076C,74.7336,93.9157,74.5721,392.828,337.19,409.088,493.479,597.639,530.227,623.959,507.008
YFR041C,80.1483,63.8282,99.4695,864.308,941.404,869.053,1414.09,1279.35,1518.61,1308.48,1447.89
YDL165W,80.6108,79.5203,83.4566,253.801,272.883,266.284,361.424,333.875,400.521,377.869,407.772
YCL019W,81.5148,61.0185,101.44,1000.5,1154.12,1021.67,1524.24,1485.96,1739.11,1397.24,1506.22
YBR007C,74.6956,80.5843,89.8167,266.585,287.497,266.458,332.151,330.406,363.594,297.605,285.299
YKL077W,87.7255,76.5755,80.9635,457.952,442.686,541.505,717.094,767.446,727.243,787.496,713.17
YNL068C,77.2509,81.2793,86.7353,199.943,219.312,217.008,222.722,234.898,277.454,196.434,217.879
YJL062W-A,80.5103,75.2858,90.2931,398.332,445.104,407.425,843.327,859.649,958.875,975.671,1071.77
YPL242C,88.5547,77.4331,80.1184,191.262,194.88,198.566,158.179,163.533,152.082,113.046,105.832
YLR072W,83.3084,65.9774,96.8535,787.526,856.654,807.448,1302.43,1306.68,1419.6,1480.42,1489.04
YIL107C,87.9193,72.8948,85.4329,701.374,747.048,741.359,1839.04,1935.48,1997.59,3603.6,3709.03
YDR286C,68.9756,97.1095,80.2394,298.826,316.017,346.115,407.225,468.156,398.843,329.631,265.274
YGL036W,84.2954,78.4567,84.0465,410.921,428.76,427.771,622.802,698.131,710.467,815.961,855.43
YKR036C,86.6013,69.2356,90.9756,260.414,275.528,253.779,440.639,411.491,497.947,446.77,470.234
YJL047C,89.6244,72.8406,84.607,417.306,443.485,429.687,641.213,647.004,708.872,721.89,752.683
YDR216W,78.6598,73.032,95.5276,950.163,1048.56,1024.81,2684.85,2687.99,3015.27,5634.07,5912.43
YMR054W,92.923,65.5504,88.8359,491.501,547.39,554.531,826.719,830.579,846.796,1007.05,1052.64
YDR407C,86.014,81.3971,79.9077,484.372,494.862,475.302,712.026,738.206,754.23,823.659,832.92
YLR200W,84.072,89.3936,74.3559,63.6664,69.8854,73.2132,129.909,181.216,168.842,202.509,231.756
YGR284C,75.1242,86.5392,86.2133,874.255,811.812,885.973,1384.93,1567.87,1484.37,1699.47,1507.53
YLR436C,85.3592,86.706,76.0259,602.567,652.526,670.794,944.681,984.715,998.769,1065.45,1057.45
YKL139W,84.1571,80.5025,83.8929,388.745,412.366,433.878,537.257,586.246,566.925,660.697,660.946
YBL069W,85.1883,76.9835,86.7527,291.051,330.775,296.673,499.838,467.463,548.639,492.947,592.487
YLR085C,82.2591,76.5228,90.3826,244.408,285.394,285.32,373.977,397.626,389.648,455.625,482.187
YJL099W,75.8682,81.2985,92.1056,538.128,612.082,559.688,1032.7,975.435,1149.82,1273.47,1370.74
YIL095W,93.9047,77.4775,78.0648,421.68,462.769,423.912,609.968,648.544,745.278,748.979,791.556
YCR033W,84.0613,79.0217,87.2478,217.385,220.32,201.282,223.088,218.699,245.457,234.847,223.805
YEL005C,80.0465,84.0545,86.3545,249.077,272.185,236.74,294.476,317.275,327.371,283.905,278.817
YBR267W,84.181,91.0751,75.2501,302.605,310.467,316.055,308.585,356.524,349.166,325.376,310.543
YNL268W,84.4871,84.8788,81.2592,522.447,579.117,551.093,939.704,922.276,955.184,918.22,944.265
YBR272C,86.2903,77.8797,87.1546,456.241,528.753,455.482,755.7,735.21,831.212,932.546,1030.91
YDR541C,91.9267,78.1293,81.3358,347.215,342.694,350.348,666.693,703.662,722.231,821.878,778.83
YOR262W,91.4499,76.6405,83.7051,464.548,519.626,513.684,788.288,819.894,885.663,833.367,892.425
YPL193W,85.011,92.4696,74.655,248.483,232.577,253.864,303.037,344.47,316.176,340.764,321.813
YFL059W,81.2876,89.942,81.4947,247.451,288.641,259.285,1050.76,1060.87,1122.65,1556.36,1555.57
YDL098C,91.5075,81.4163,79.9974,291.487,345.15,303.256,368.711,382.15,412.386,356.067,397.902
YPR010C-A,78.6102,83.5092,91.1532,229.59,246.85,228.532,357.601,375.353,398.744,370.476,422.202
YGL110C,84.3755,85.9436,83.0591,290.489,325.33,322.342,483.722,503.818,527.21,504.4,522.101
YOR017W,87.8851,89.8071,75.772,338.414,370.609,332.892,391.157,405.749,474.949,410.449,441.575
YHR011W,90.7904,76.7653,85.9302,252.927,278.647,286.531,312.783,355.177,367.809,307.5,286.588
YDR279W,86.496,83.5839,83.4754,314.99,298.736,331.897,297.99,350.153,333.466,234.588,238.48
YMR104C,89.1648,74.986,89.4683,466.951,532.492,530.718,1292.23,1373.18,1418.23,2431.55,2431.62
YMR011W,88.1539,90.4424,75.0863,182.638,209.856,204.602,214.246,217.053,227.704,353.891,333.323
YPR023C,93.404,81.8968,78.846,511.18,526.426,510.55,726.782,759.995,789.364,747.84,764.526
YNL099C,90.8743,78.7459,85.0818,295.226,312.337,278.76,467.185,473.972,492.085,522.957,555.706
YKL006W,74.313,107.765,72.6419,502.391,325.352,569.844,527.662,993.908,591.451,1091.47,572.046
YDR316W,93.227,86.0602,75.5417,498.416,502.078,496.577,833.63,926.573,892.839,1032.12,1045.63
YKL141W,81.5451,77.9314,95.6717,459.273,544.056,481.411,881.133,767.101,904.724,882.971,940.661
YMR022W,86.8296,84.9001,83.6004,318.792,311.792,290.332,515.582,560.438,541.126,574.802,564.042
YGR040W,84.7687,81.9639,88.7461,321.337,347.771,339.312,454.991,491.988,488.522,515.153,530.587
YGR223C,85.535,85.8198,84.1539,332.396,336.835,316.994,497.556,503.541,548.969,679.07,682.106
YDL237W,83.7428,89.4589,82.9291,476.914,445.568,479.878,558.407,699.595,561.908,641.792,499.047
YLR185W,82.613,102.23,71.548,603.286,505.838,664.73,818.153,1078.7,869.987,1266.88,953.992
YLR430W,80.4664,81.3682,94.5993,791.794,830.246,824.619,1435.53,1434.51,1592.96,1932.01,1898.09
YLR003C,92.0759,78.1528,86.5718,268.35,345.324,292.838,475.414,404.841,528.161,512.833,591.425
YPR058W,86.221,78.0163,92.7257,392.67,442.208,439.375,793.358,793.993,900.283,951.16,952.037
YCL047C,82.8519,79.0753,95.1107,457.402,550.627,500.775,839.239,762.382,909.36,932.198,1097.89
YFL026W,87.0695,83.5576,87.1964,201.026,220.621,208.676,226.519,222.385,243.754,143.034,146.958
YNL191W,83.1669,88.044,86.9511,444.523,445.801,431.489,622.414,687.178,680.483,633.943,573.424
YBR002C,90.4393,75.1826,92.6152,399.093,454.028,393.165,542.545,534.288,634.29,533.524,617.346
YPR025C,77.4182,82.4115,98.9821,392.769,455.017,432.637,553.664,558.028,630.845,564.157,636.737
YGR201C,88.5494,84.8473,85.4764,209.231,223.776,236.942,553.291,603.701,585.595,1128.38,1130.56
YMR075W,95.8838,79.6693,83.4288,296.211,341.656,308.959,428.043,435.959,485.426,464.212,487.033
YML007W,88.724,83.9361,86.5507,327.675,332.854,333.074,344.506,365.75,409.141,262.016,260.97
YLR019W,92.8957,80.6209,85.7251,278.144,297.599,309.797,413.601,406.84,448.183,533.078,542.528
YNL027W,84.4398,84.1069,90.79,388.403,434.916,401.733,572.599,560.746,628.015,602.493,632.074
YMR221C,91.8862,81.4525,86.5267,606.283,681.418,657.943,1050.1,996.457,1087.21,1135.64,1191.06
YKL063C,84.2929,90.8681,84.8449,445.759,457.216,518.249,824.747,1056.29,969.647,1479.63,1259.28
YCR095C,88.7963,78.6656,92.7469,370.94,404.527,383.32,556.049,580.529,616.2,618.871,626.096
YDL006W,86.8971,85.6176,87.7393,297.257,291.486,316.611,341.929,398.773,371.085,399.574,355.316
YHR187W,86.575,80.1167,93.7528,433.701,440.082,436.037,637.422,701.933,721.531,826.11,791.699
YHR001W-A,92.2402,82.7803,85.7223,284.492,304.207,299.801,555.531,620.151,642.969,836.523,843.978
YOR231W,85.3149,86.5299,89.0119,479.655,531.288,527.642,846.686,863.954,927.445,826.911,904.314
YCR068W,83.5708,77.6327,99.7241,476.172,526.525,530.155,963.827,962.795,1015.26,1023.25,1045.68
YKL005C,90.0122,82.4932,88.6201,286.738,310.139,309.45,382.119,425.964,432.738,379.128,389.216
YOR008C,89.0468,86.005,86.1512,275.462,261.731,286.402,305.54,336.93,344.717,332.611,323.739
YNL286W,88.3066,86.9583,86.5049,306.751,312.637,304.701,380.174,418.448,399.382,414.017,412.759
YLR115W,83.9102,80.6214,97.257,525.59,520.707,518.024,730.046,717.246,766.758,750.344,833.013
YLR174W,92.3694,86.6394,82.785,131.635,146.1,150.97,218.082,242.32,239.699,401.849,359.32
YPR002W,97.2981,80.8039,84.3389,371.378,413.526,373.932,1137.91,1103.87,1305.71,2011.57,2272.76
YNL169C,100.098,83.558,79.0606,406.96,440.303,447.825,529.46,589.794,596.833,603.499,609.39
YDL209C,90.8237,89.0511,82.9487,290.881,312.288,296.248,540.76,605.6,568.399,702.853,705.093
YHL038C,95.3832,81.6752,86.1228,486.427,499.123,503.645,759.341,783.178,793.693,854.464,876.842
YMR140W,93.3309,79.0254,90.965,484.992,555.984,521.05,927.374,876.371,1032.2,1233.51,1307.15
YLR435W,98.8288,83.0737,81.4786,285.351,332.856,290.411,302.866,278.905,330.59,214.74,246.228
YMR113W,83.4977,79.9036,100.384,288.861,321.45,323.62,493.391,514.872,534.797,589.924,605.012
YGL181W,86.0548,88.3735,90.099,200.573,239.213,210.279,331.757,335.308,373.39,359.994,373.534
YOL060C,92.7815,80.7338,91.4324,570.149,648.142,603.156,1050.72,1056.71,1173.67,1289.95,1273.25
YLL022C,92.5075,87.6972,84.9996,339.968,364.802,336.701,509.447,544.887,568.826,586.254,628.154
YMR087W,83.8737,108.077,73.5285,481.887,425.664,424.429,832.602,894.935,912.832,1274.29,1256.87
YMR298W,84.3532,88.3951,92.7825,435.963,479.514,466.773,825.404,790.76,844.812,840.039,826.101
YJR082C,93.2512,93.0744,79.3947,231.136,224.694,244.696,316.656,377.567,334.148,386.753,348.865
YOL051W,94.8224,75.2506,95.8255,286.708,382.297,285.096,431.358,339.317,501.924,319.833,394.17
YMR157C,91.9831,76.3707,98.1741,452.153,538.439,448.764,792.857,773.459,890.992,785.183,864.29
YOR094W,90.2087,86.9641,89.4724,317.589,357.144,330.838,505.596,518.963,515.524,531.961,549.16
YOR287C,93.1349,83.4998,90.0852,305.566,320.528,312.143,458.62,454.465,523.959,433.076,439.908
YLR105C,99.8649,76.4407,90.4675,445.696,469.614,473.801,651.391,652.376,731.213,719.868,749.543
YGR125W,95.6577,73.0859,98.1172,673.517,789.49,718.174,1242.48,1247.31,1420.87,1500.21,1488.58
YER148W,95.2428,81.1765,90.5421,268.674,284.874,281.763,306.355,292.36,333.222,304.735,332.093
YHR056C,83.506,84.841,98.6446,389.468,430.789,437.007,434.352,447.595,476.195,413.615,405.573
YFL033C,93.6757,80.0156,93.579,365.616,430.291,388.387,680.25,655.238,784.494,911.104,1002.46
YBR160W,98.1439,78.2021,91.206,245.585,285.67,247.465,330.181,312.609,341.966,288.621,318.921
YGL180W,88.6029,92.0651,87.1945,550.464,543.175,566.813,848.604,947.09,926.918,1207,1126.81
YOL126C,88.5107,90.8168,89.0314,375.113,385.642,354.924,485.43,536.652,546.248,569.86,581.589
YGR120C,106.832,77.1536,84.4542,468.815,484.188,457.338,734.213,712.342,771.866,807.91,930.634
YBL098W,96.9916,75.0892,96.4457,480.648,518.239,489.172,805.307,831.554,883.894,1123.54,1152.86
YHR012W,94.2499,91.3309,83.0485,279.667,276.479,269.178,410.179,449.623,468.332,521.127,498.787
YHR041C,94.6785,84.2108,89.9613,251.553,274.965,263.216,330.955,341.127,352.409,323.455,328.053
YAL048C,89.345,88.0123,91.7293,464.166,515.393,476.545,670.058,676.505,750.748,779.141,777.3
YEL007W,88.6523,88.481,91.9955,278.987,288.848,286.825,408.602,449.953,475.282,421.492,410.508
YHR171W,98.4477,84.0417,86.9385,479.941,511.454,480.697,874.587,911.594,932.749,1116.06,1115.34
