string_external_id	abundance
4932.YGR080W	85.4
4932.YER151C	84.9
4932.YER137C-A	84.7
4932.YLR157C-A	84.7
4932.YLR089C	84.6
4932.YLR262C	84.5
4932.YNL274C	84.2
4932.YDR525W-A	84.2
4932.YJR137C	84.1
4932.YMR236W	84.1
4932.YCL025C	84.0
4932.YMR225C	84.0
4932.YDL130W-A	83.7
4932.YMR305C	83.5
4932.YDR261C-C	83.4
4932.YOR164C	83.4
4932.YLR203C	83.4
4932.YAR010C	83.4
4932.YDL212W	83.3
4932.YMR208W	83.3
4932.YDL174C	83.1
4932.YNR036C	82.8
4932.YGR123C	82.8
4932.YHR029C	82.8
4932.YDL067C	82.7
4932.YJL186W	82.7
4932.YLR245C	82.6
4932.YNL168C	82.5
4932.YPR137C-A	82.5
4932.YHR069C	82.3
4932.YHR148W	82.3
4932.YPL126W	82.3
4932.YBR092C	82.3
4932.YHR030C	82.2
4932.YML130C	82.1
4932.YER030W	82.0
4932.YMR311C	81.9
4932.YDL161W	81.8
4932.YBR112C	81.8
4932.YJR075W	81.6
4932.YDL201W	81.6
4932.YNL084C	81.4
4932.YJR088C	81.4
4932.YGR090W	81.3
4932.YJR085C	81.3
4932.YDR145W	81.2
4932.YDL178W	81.2
4932.YOR042W	81.2
4932.YPL265W	80.9
4932.YLR025W	80.8
4932.YER083C	80.6
4932.YER154W	80.6
4932.YOL147C	80.4
4932.YOR253W	80.3
4932.YLR287C	80.1
4932.YDL092W	80.1
4932.YHR065C	79.9
4932.YKL154W	79.8
4932.YEL040W	79.8
4932.YCR020W-B	79.7
4932.YML105C	79.7
4932.YFR011C	79.5
4932.YBL001C	79.5
4932.YDR363W-A	79.5
4932.YJL050W	79.2
4932.YFL017C	79.2
4932.YGR284C	79.1
4932.YDL121C	79.0
4932.YGL019W	78.9
4932.YMR188C	78.8
4932.YOL098C	78.5
4932.YJL145W	78.5
4932.YBR135W	78.5
4932.YDR347W	78.4
4932.YMR125W	78.3
4932.YCL057C-A	78.3
4932.YPL266W	78.2
4932.YNL290W	78.1
4932.YGL056C	78.0
4932.YNL251C	78.0
4932.YGR178C	77.6
4932.YNR038W	77.5
4932.YBR171W	77.5
4932.YDR170C	77.5
4932.YDR372C	77.3
4932.YLR222C	77.1
4932.YML110C	77.1
4932.YDR477W	77.0
4932.YJL178C	77.0
4932.YGR210C	77.0
4932.YLR195C	77.0
4932.YOL052C	76.9
4932.YJR026W	76.8
4932.YLR227W-A	76.8
4932.YML040W	76.8
4932.YLR291C	76.8
4932.YAL042W	76.8
4932.YOR074C	76.8
4932.YGL232W	76.7
4932.YCR087C-A	76.6
4932.YER065C	76.6
4932.YOL016C	76.4
4932.YDR070C	76.4
4932.YLR364W	76.3
4932.YBL057C	76.3
4932.YDR297W	76.2
4932.YDL064W	76.0
4932.YKR026C	75.9
4932.YGR027W-A	75.8
4932.YNL216W	75.8
4932.YPR024W	75.8
4932.YOL142W	75.7
4932.YIL027C	75.6
4932.YJL179W	75.5
4932.YPL013C	75.4
4932.YMR272C	75.4
4932.YLR384C	75.2
4932.YJR073C	75.1
4932.YDR461W	74.9
4932.YOL057W	74.9
4932.YJR028W	74.6
4932.YPL232W	74.6
4932.YOR163W	74.5
4932.YOL103W-A	74.5
4932.YJL060W	74.3
4932.YJR068W	74.2
4932.YJL171C	74.0
4932.YJR126C	73.8
4932.YPL169C	73.7
4932.YCL045C	73.7
4932.YPR159W	73.6
4932.YIL124W	73.6
4932.YGL049C	73.6
4932.YDR397C	73.5
4932.YGL244W	73.5
4932.YGR055W	73.5
4932.YNL207W	73.4
4932.YIL063C	73.4
4932.YAL030W	73.2
4932.YKL195W	73.2
4932.YLL009C	73.1
4932.YDL166C	73.1
4932.YKL186C	73.0
4932.YDR434W	73.0
4932.YDL232W	72.9
4932.YKR018C	72.9
4932.YPR129W	72.9
4932.YDL235C	72.9
4932.YDR497C	72.7
4932.YDR098C-A	72.7
4932.YDL053C	72.6
4932.YFR002W	72.6
4932.YNL066W	72.6
4932.YBR245C	72.4
4932.YAR073W	72.4
4932.YKR006C	72.3
4932.YOR116C	72.2
4932.YDR210C-C	72.1
4932.YKL128C	72.0
4932.YCL017C	71.9
4932.YPL190C	71.9
4932.YBL068W	71.9
4932.YPR158C-C	71.8
4932.YDR316W-A	71.8
4932.YCR051W	71.8
4932.YER159C-A	71.7
4932.YGR161C-C	71.7
4932.YMR051C	71.7
4932.YMR122W-A	71.7
4932.YMR109W	71.6
4932.YOL145C	71.6
4932.YER174C	71.4
4932.YIL115C	71.3
4932.YGR038C-A	71.2
4932.YMR091C	71.1
4932.YBL059C-A	71.0
4932.YNL108C	71.0
4932.YGR038W	70.9
4932.YKR003W	70.7
4932.YPR113W	70.4
4932.YKL113C	70.3
4932.YNL111C	70.3
4932.YDR167W	70.3
4932.YDR404C	70.2
4932.YDL205C	70.2
4932.YNL259C	69.9
4932.YIL008W	69.8
4932.YNL054W-A	69.8
4932.YGR083C	69.7
4932.YGR081C	69.5
4932.YOR165W	69.4
4932.YNL202W	69.4
4932.YNL045W	69.4
4932.YBL040C	69.3
4932.YCL031C	69.2
4932.YBR261C	69.1
4932.YOR142W-A	69.0
4932.YPR158W-A	69.0
4932.YPR124W	69.0
4932.YER099C	68.8
4932.YPR182W	68.8
4932.YGR157W	68.8
4932.YNL292W	68.8
4932.YBR012W-A	68.8
4932.YJL063C	68.7
4932.YDL122W	68.7
4932.YLR008C	68.6
4932.YBR199W	68.5
4932.YGR189C	68.5
4932.YMR197C	68.4
4932.YIL155C	68.4
4932.YDL080C	68.4
4932.YBR279W	68.3
4932.YDL110C	68.2
4932.YCR030C	68.2
4932.YPR088C	68.0
4932.YAL049C	67.8
4932.YPR137W	67.7
4932.YHR113W	67.6
4932.YJL166W	67.6
4932.YPL146C	67.5
4932.YHR055C	67.5
4932.YPL112C	67.4
4932.YGL242C	67.4
4932.YBR172C	67.4
4932.YNL229C	67.3
4932.YDL225W	67.3
4932.YGR063C	67.3
4932.YLR276C	67.2
4932.YPL066W	67.2
4932.YBR130C	66.9
4932.YDR189W	66.8
4932.YNL313C	66.8
4932.YDR161W	66.8
4932.YGL181W	66.8
4932.YLR118C	66.8
4932.YER141W	66.6
4932.YLR418C	66.6
4932.YEL032W	66.6
4932.YBR086C	66.4
4932.YNL036W	66.4
4932.YBL017C	66.4
4932.YGL153W	66.4
4932.YKL214C	66.3
4932.YFR006W	66.3
4932.YJR002W	66.2
4932.YPR143W	66.1
4932.YLR042C	66.1
4932.YJL076W	65.9
4932.YHR201C	65.8
4932.YLL008W	65.8
4932.YMR250W	65.7
4932.YPL263C	65.5
4932.YBL016W	65.5
4932.YDR150W	65.5
4932.YPR072W	65.3
4932.YDR293C	65.2
4932.YDR398W	65.1
4932.YNL185C	65.1
4932.YPL009C	65.1
4932.YOR281C	65.0
4932.YJR022W	64.9
4932.YOL126C	64.8
4932.YGR232W	64.8
4932.YDR054C	64.7
4932.YHR214C-C	64.6
4932.YML035C	64.5
4932.YNL182C	64.5
4932.YER145C	64.5
4932.YDL060W	64.3
4932.YPL246C	64.3
4932.YML017W	64.3
4932.YKL122C	64.3
4932.YLR399C	64.2
4932.YIL044C	64.1
4932.YLL001W	64.1
4932.YKL137W	64.1
4932.YBR155W	63.8
4932.YJL183W	63.8
4932.YIR004W	63.7
4932.YPL050C	63.6
4932.YPL199C	63.6
4932.YMR080C	63.4
4932.YJL115W	63.4
4932.YML045W-A	63.3
4932.YMR220W	63.3
4932.YLR026C	63.2
4932.YGR200C	63.2
4932.YPL170W	63.1
4932.YJR135W-A	63.0
4932.YOL077W-A	63.0
4932.YBR267W	63.0
4932.YLR059C	63.0
4932.YBR145W	62.8
4932.YGL205W	62.7
4932.YNL288W	62.7
4932.YOR094W	62.6
4932.YML055W	62.5
4932.YPR010C-A	62.5
4932.YBR085W	62.5
4932.YOR123C	62.5
4932.YOR220W	62.3
4932.YGR136W	62.2
4932.YFR024C-A	62.2
4932.YOR252W	62.1
4932.YBR017C	62.0
4932.YJL033W	61.9
4932.YHR066W	61.9
4932.YDR001C	61.8
4932.YGR043C	61.6
4932.YER100W	61.6
4932.YKR097W	61.6
4932.YIL065C	61.6
4932.YMR286W	61.6
4932.YMR244C-A	61.6
4932.YNL118C	61.6
4932.YDR481C	61.5
4932.YML081C-A	61.5
4932.YDL099W	61.4
4932.YDL128W	61.4
4932.YBR056W	61.4
4932.YMR152W	61.4
4932.YOR367W	61.3
4932.YOR016C	61.2
4932.YKL077W	61.2
4932.YJL011C	61.1
4932.YOL094C	61.0
4932.YOL010W	60.8
4932.YLR206W	60.7
4932.YER168C	60.5
4932.YCR016W	60.5
4932.YKR095W-A	60.5
4932.YDR354W	60.3
4932.YGL231C	60.2
4932.YBR120C	60.2
4932.YGL039W	59.9
4932.YML036W	59.9
4932.YDL215C	59.8
4932.YBR268W	59.8
4932.YPL049C	59.7
4932.YGR248W	59.7
4932.YHL031C	59.7
4932.YNL315C	59.7
4932.YAL025C	59.6
4932.YPR172W	59.6
4932.YDR303C	59.5
4932.YGL020C	59.5
4932.YMR214W	59.3
4932.YKL190W	59.1
4932.YKR095W	59.1
4932.YKL130C	59.0
4932.YPL178W	59.0
4932.YKR002W	59.0
4932.YKL213C	58.9
4932.YPL032C	58.8
4932.YHR197W	58.7
4932.YLL011W	58.7
4932.YLR387C	58.7
4932.YHR132W-A	58.6
4932.YCR093W	58.6
4932.YPL204W	58.5
4932.YDL173W	58.4
4932.YHR135C	58.3
4932.YPL085W	58.2
4932.YDR051C	58.1
4932.YOR056C	58.1
4932.YHR132C	58.1
4932.YER107C	58.0
4932.YER015W	58.0
4932.YGL092W	57.9
4932.YGR048W	57.9
4932.YML004C	57.8
4932.YKR074W	57.8
4932.YGL111W	57.7
4932.YBR265W	57.6
4932.YHR012W	57.6
4932.YBR096W	57.5
4932.YKR008W	57.4
4932.YKR009C	57.3
4932.YIL137C	57.3
4932.YGR040W	57.3
4932.YOR085W	57.3
4932.YPL094C	57.2
4932.YMR170C	57.2
4932.YLR292C	57.1
4932.YKL095W	57.0
4932.YLR231C	57.0
4932.YKL099C	56.8
4932.YKL112W	56.8
4932.YJL151C	56.8
4932.YIR008C	56.7
4932.YJL024C	56.7
4932.YLR083C	56.7
4932.YCR057C	56.6
4932.YMR043W	56.5
4932.YKR077W	56.3
4932.YKL058W	56.3
4932.YDR063W	56.1
4932.YNL323W	56.0
4932.YLR285W	55.9
4932.YHR003C	55.9
4932.YPR125W	55.9
4932.YDL134C	55.7
4932.YDL002C	55.7
4932.YIL035C	55.7
4932.YGR026W	55.6
4932.YEL003W	55.6
4932.YOR103C	55.5
4932.YDL141W	55.4
4932.YDR384C	55.2
4932.YOL092W	55.2
4932.YGL210W	55.1
4932.YLR268W	55.0
4932.YML093W	55.0
4932.YNL166C	54.9
4932.YLL048C	54.8
4932.YBR046C	54.8
4932.YBR205W	54.7
4932.YLR066W	54.6
4932.YPR169W	54.6
4932.YOL076W	54.6
4932.YHR005C	54.6
4932.YDR465C	54.4
4932.YJR103W	54.4
4932.YDR348C	54.4
4932.YHR088W	54.4
4932.YER068W	54.4
4932.YGL252C	54.4
4932.YPL195W	54.3
4932.YOL056W	54.3
4932.YIR022W	54.3
4932.YBR067C	54.1
4932.YKR072C	54.1
4932.YGL082W	54.0
4932.YJR034W	54.0
4932.YER027C	54.0
4932.YNL123W	53.8
4932.YNL087W	53.8
4932.YDL074C	53.7
4932.YGR205W	53.7
4932.YDR170W-A	53.6
4932.YDR083W	53.6
4932.YGR012W	53.5
4932.YBR227C	53.5
4932.YBR202W	53.4
4932.YFR016C	53.2
4932.YOL021C	53.2
4932.YNL005C	53.2
4932.YGR084C	53.1
4932.YDR121W	53.1
4932.YNL075W	53.1
4932.YLR002C	53.1
4932.YOR226C	53.0
4932.YDL204W	53.0
4932.YLR220W	53.0
4932.YDR296W	52.8
4932.YKR082W	52.8
4932.YOR370C	52.8
4932.YCR046C	52.7
4932.YBR059C	52.7
4932.YFR047C	52.6
4932.YMR237W	52.5
4932.YDR453C	52.4
4932.YMR321C	52.3
4932.YPL086C	52.3
4932.YPL184C	52.3
4932.YDL150W	52.3
4932.YIL038C	52.2
4932.YOR131C	52.1
4932.YBR053C	52.1
4932.YML054C	52.1
4932.YOR241W	52.0
4932.YGL027C	51.9
4932.YLR435W	51.9
4932.YKL021C	51.9
4932.YPR154W	51.9
4932.YKL063C	51.9
4932.YER159C	51.9
4932.YIL145C	51.8
4932.YOR045W	51.8
4932.YLR452C	51.8
4932.YGR255C	51.7
4932.YHR097C	51.7
4932.YPR086W	51.6
4932.YJL061W	51.6
4932.YOR043W	51.6
4932.YBR069C	51.6
4932.YDL219W	51.5
4932.YMR278W	51.5
4932.YGR257C	51.4
4932.YLR163C	51.4
4932.YLR356W	51.4
4932.YIL123W	51.4
4932.YAR075W	51.4
4932.YBR142W	51.4
4932.YDR116C	51.3
4932.YKL032C	51.2
4932.YOL006C	51.2
4932.YIR026C	51.2
4932.YGR245C	51.0
4932.YDR324C	51.0
4932.YDR316W-B	50.9
4932.YJR059W	50.7
4932.YNL272C	50.6
4932.YDR292C	50.5
4932.YJR143C	50.5
4932.YDL188C	50.5
4932.YBL051C	50.5
4932.YDL047W	50.4
4932.YML067C	50.3
4932.YOR004W	50.3
4932.YER044C	50.3
4932.YPR112C	50.2
4932.YPL058C	50.2
4932.YKL027W	50.2
4932.YOR216C	50.2
4932.YPL082C	50.2
4932.YBR087W	50.2
4932.YGR186W	50.0
4932.YDL116W	50.0
4932.YPR190C	49.9
4932.YGR074W	49.8
4932.YOR014W	49.7
4932.YJR042W	49.7
4932.YPR158W-B	49.7
4932.YHR001W	49.5
4932.YGR261C	49.5
4932.YMR298W	49.4
4932.YBR036C	49.3
4932.YDL148C	49.2
4932.YHR214C-B	49.2
4932.YFR041C	49.2
4932.YNL197C	49.0
4932.YHR026W	49.0
4932.YBR093C	49.0
4932.YFL041W	49.0
4932.YGL028C	48.9
4932.YNL070W	48.9
4932.YGL172W	48.8
4932.YJL192C	48.7
4932.YPR091C	48.7
4932.YKL068W	48.7
4932.YGL014W	48.6
4932.YHL004W	48.5
4932.YIL020C	48.5
4932.YPL128C	48.4
4932.YIL154C	48.4
4932.YML045W	48.4
4932.YER001W	48.3
4932.YOR207C	48.3
4932.YOR052C	48.3
4932.YEL055C	48.3
4932.YER082C	48.3
4932.YGL203C	48.2
4932.YNL035C	48.2
4932.YMR033W	48.1
4932.YPR127W	48.1
4932.YCR043C	48.1
4932.YGL012W	48.0
4932.YNL330C	48.0
4932.YDR153C	48.0
4932.YHR158C	48.0
4932.YIR031C	48.0
4932.YBR170C	48.0
4932.YHR133C	47.9
4932.YMR129W	47.9
4932.YLR209C	47.6
4932.YMR024W	47.6
4932.YJR133W	47.6
4932.YKL143W	47.5
4932.YHR112C	47.5
4932.YLR250W	47.4
4932.YDR277C	47.3
4932.YLR401C	47.3
4932.YBR253W	47.3
4932.YGL022W	47.2
4932.YGL171W	47.2
4932.YBR014C	47.2
4932.YJR096W	47.1
4932.YMR255W	47.0
4932.YDR047W	46.8
4932.YCL001W	46.8
4932.YML075C	46.8
4932.YDL153C	46.8
4932.YPR019W	46.8
4932.YDL005C	46.7
4932.YLR129W	46.7
4932.YDL058W	46.7
4932.YPL207W	46.7
4932.YDR390C	46.6
4932.YHR199C	46.6
4932.YMR184W	46.4
4932.YEL038W	46.4
4932.YGL213C	46.3
4932.YGL190C	46.3
4932.YML049C	46.3
4932.YEL007W	46.1
4932.YDR178W	46.1
4932.YCR077C	46.1
4932.YGL100W	46.0
4932.YMR158W	45.9
4932.YFL028C	45.7
4932.YMR266W	45.7
4932.YHL013C	45.7
4932.YNL004W	45.7
4932.YNL147W	45.7
4932.YDR264C	45.7
4932.YCR073W-A	45.6
4932.YPL217C	45.6
4932.YNL173C	45.6
4932.YNL252C	45.6
4932.YGR271C-A	45.5
4932.YJR010C-A	45.5
4932.YDL190C	45.5
4932.YDR405W	45.5
4932.YJL153C	45.4
4932.YGR095C	45.3
4932.YOR357C	45.3
4932.YLL034C	45.3
4932.YGR191W	45.2
4932.YNL090W	45.2
4932.YMR008C	45.1
4932.YNR052C	45.1
4932.YCR090C	45.1
4932.YLR321C	45.1
4932.YJL143W	45.1
4932.YBL033C	45.0
4932.YNL001W	45.0
4932.YGL058W	45.0
4932.YDR280W	45.0
4932.YOR008C	44.8
4932.YDR045C	44.8
4932.YIL162W	44.8
4932.YDR339C	44.8
4932.YIL126W	44.8
4932.YGR145W	44.7
4932.YMR161W	44.7
4932.YNL284C	44.7
4932.YPL067C	44.7
4932.YNL059C	44.7
4932.YFL026W	44.6
4932.YGL101W	44.6
4932.YML016C	44.5
4932.YPL084W	44.5
4932.YOR217W	44.5
4932.YMR089C	44.4
4932.YIL091C	44.3
4932.YLR069C	44.3
4932.YDL120W	44.3
4932.YKL073W	44.3
4932.YDR011W	44.3
4932.YNL181W	44.3
4932.YNL180C	44.2
4932.YKL028W	44.1
4932.YMR163C	44.1
4932.YLR309C	44.1
4932.YIR003W	44.1
4932.YPR034W	44.1
4932.YDR412W	44.1
4932.YOL070C	44.0
4932.YJL039C	44.0
4932.YDR518W	43.9
4932.YDL031W	43.9
4932.YLL029W	43.9
4932.YLR106C	43.9
4932.YKR025W	43.9
4932.YBR139W	43.8
4932.YPR173C	43.8
4932.YGL246C	43.8
4932.YPR189W	43.8
4932.YNR018W	43.8
4932.YNL088W	43.8
4932.YPL215W	43.7
4932.YMR222C	43.6
4932.YBR122C	43.6
4932.YLR312W-A	43.5
4932.YOR267C	43.5
4932.YMR291W	43.5
4932.YLR174W	43.5
4932.YDR046C	43.4
4932.YCR035C	43.4
4932.YGL066W	43.3
4932.YAL021C	43.3
4932.YOL090W	43.2
4932.YAL059W	43.2
4932.YJL196C	43.1
4932.YMR238W	43.1
4932.YDR036C	43.0
4932.YLR337C	43.0
4932.YPL110C	42.9
4932.YGL201C	42.9
4932.YFR028C	42.8
4932.YDR449C	42.8
4932.YNL085W	42.8
4932.YOL149W	42.7
4932.YHL039W	42.7
4932.YDR257C	42.6
4932.YDR391C	42.6
4932.YJR132W	42.6
4932.YOL133W	42.5
4932.YIL087C	42.5
4932.YKL002W	42.5
4932.YHL003C	42.4
4932.YIL036W	42.4
4932.YLR398C	42.4
4932.YMR047C	42.3
4932.YJR051W	42.3
4932.YNL200C	42.3
4932.YJL097W	42.3
4932.YNR034W	42.3
4932.YLR389C	42.2
4932.YBR262C	42.2
4932.YPL105C	42.2
4932.YHR081W	42.2
4932.YNR032C-A	42.1
4932.YGR277C	42.1
4932.YHR072W	42.1
4932.YLR350W	42.1
4932.YKR060W	42.1
4932.YDL088C	42.1
4932.YBL071W-A	42.0
4932.YDL065C	42.0
4932.YIL105C	41.9
4932.YOR145C	41.8
4932.YNL280C	41.8
4932.YEL050C	41.8
4932.YJL010C	41.7
4932.YMR005W	41.7
4932.YGR032W	41.6
4932.YDR430C	41.6
4932.YER095W	41.5
4932.YGL129C	41.4
4932.YPL031C	41.4
4932.YOR150W	41.4
4932.YPL134C	41.4
4932.YIL111W	41.4
4932.YCR005C	41.3
4932.YDR056C	41.3
4932.YLR051C	41.3
4932.YLR363W-A	41.3
4932.YOR202W	41.3
4932.YNR054C	41.2
4932.YAL062W	41.2
4932.YEL022W	41.2
4932.YHR070W	41.1
4932.YGL029W	41.1
4932.YKL069W	41.1
4932.YER127W	41.1
4932.YLR328W	41.0
4932.YKR084C	41.0
4932.YLR433C	41.0
4932.YOR189W	40.9
4932.YNL219C	40.8
4932.YOR273C	40.8
4932.YOL067C	40.8
4932.YDR469W	40.8
4932.YLR052W	40.7
4932.YDL111C	40.7
4932.YNL024C-A	40.7
4932.YDR135C	40.7
4932.YOR098C	40.7
4932.YAL054C	40.6
4932.YIL010W	40.6
4932.YDL010W	40.6
4932.YHR085W	40.5
4932.YKR062W	40.5
4932.YKL129C	40.4
4932.YHL007C	40.4
4932.YKL215C	40.3
4932.YIL093C	40.3
4932.YJL125C	40.3
4932.YLR397C	40.2
4932.YDR117C	40.2
4932.YLR324W	40.2
4932.YHR192W	40.1
4932.YJL066C	40.1
4932.YLR234W	40.0
4932.YHR046C	40.0
4932.YLL013C	40.0
4932.YJR113C	40.0
4932.YML031W	39.9
4932.YOL088C	39.9
4932.YBR208C	39.9
4932.YKL164C	39.8
4932.YML064C	39.8
4932.YPR128C	39.7
4932.YLL021W	39.7
4932.YGR235C	39.7
4932.YKR070W	39.7
4932.YHR062C	39.5
4932.YGR088W	39.5
4932.YHR117W	39.4
4932.YBR230W-A	39.4
4932.YML103C	39.4
4932.YHR076W	39.3
4932.YJR024C	39.3
4932.YDR059C	39.3
4932.YDR367W	39.3
4932.YER143W	39.3
4932.YLR133W	39.3
4932.YDR068W	39.3
4932.YGR182C	39.2
4932.YLR090W	39.2
4932.YHR169W	39.1
4932.YHL030W	39.1
4932.YMR196W	39.1
4932.YKR068C	39.1
4932.YDR231C	39.0
4932.YML101C	39.0
4932.YNL156C	39.0
4932.YGL018C	39.0
4932.YDL202W	38.9
4932.YLR290C	38.8
4932.YMR216C	38.8
4932.YMR128W	38.8
4932.YJR032W	38.7
4932.YPR144C	38.7
4932.YEL011W	38.7
4932.YKL167C	38.5
4932.YNL300W	38.4
4932.YDL144C	38.4
4932.YDR411C	38.4
4932.YDR392W	38.4
4932.YOR109W	38.3
4932.YOR115C	38.2
4932.YGR233C	38.2
4932.YBR061C	38.2
4932.YHR114W	38.1
4932.YML127W	38.1
4932.YIL160C	38.1
4932.YNL022C	38.1
4932.YEL015W	38.0
4932.YGR152C	38.0
4932.YGL196W	38.0
4932.YNL155W	37.9
4932.YOR130C	37.9
4932.YOR196C	37.9
4932.YCL054W	37.9
4932.YAL043C	37.8
4932.YIL009W	37.8
4932.YHR009C	37.7
4932.YIR035C	37.6
4932.YDR507C	37.6
4932.YLR055C	37.5
4932.YJL128C	37.4
4932.YNL268W	37.3
4932.YKL014C	37.3
4932.YER053C	37.2
4932.YNL163C	37.2
4932.YBR090C	37.2
4932.YLR199C	37.2
4932.YNL212W	37.2
4932.YAL019W	37.2
4932.YFR014C	37.0
4932.YOR354C	37.0
4932.YOR278W	36.9
4932.YPL254W	36.9
4932.YGL025C	36.9
4932.YJL176C	36.9
4932.YDR462W	36.9
4932.YEL063C	36.8
4932.YMR200W	36.8
4932.YDR539W	36.8
4932.YMR009W	36.8
4932.YMR059W	36.8
4932.YLR274W	36.7
4932.YNL322C	36.7
4932.YLR357W	36.6
4932.YBR006W	36.6
4932.YDR289C	36.6
4932.YCR071C	36.5
4932.YDR472W	36.5
4932.YML030W	36.5
4932.YDR175C	36.4
4932.YJL133C-A	36.4
4932.YDR322W	36.4
4932.YIL002W-A	36.4
4932.YPL206C	36.3
4932.YFR015C	36.3
4932.YIL106W	36.3
4932.YLL036C	36.3
4932.YGL125W	36.2
4932.YCL005W-A	36.2
4932.YGL038C	36.2
4932.YPR180W	36.2
4932.YBR003W	36.0
4932.YJL208C	36.0
4932.YBR081C	36.0
4932.YLR409C	36.0
4932.YOR101W	35.9
4932.YGR252W	35.9
4932.YJL036W	35.8
4932.YML115C	35.7
4932.YLR348C	35.7
4932.YOR001W	35.7
4932.YBR273C	35.7
4932.YHR041C	35.7
4932.YPR058W	35.6
4932.YHR111W	35.6
4932.YJR101W	35.6
4932.YMR264W	35.5
4932.YPL030W	35.5
4932.YBL079W	35.4
4932.YMR117C	35.4
4932.YMR061W	35.4
4932.YIL083C	35.3
4932.YCR021C	35.3
4932.YNL158W	35.3
4932.YDL112W	35.3
4932.YGL077C	35.3
4932.YKL179C	35.2
4932.YER155C	35.2
4932.YGL130W	35.2
4932.YBR287W	35.1
4932.YCL010C	35.1
4932.YBR077C	35.0
4932.YHR138C	35.0
4932.YLR078C	35.0
4932.YGL065C	35.0
4932.YDR251W	35.0
4932.YLR018C	35.0
4932.YHR094C	35.0
4932.YOL004W	35.0
4932.YIL015W	35.0
4932.YHR205W	35.0
4932.YGR183C	34.9
4932.YER164W	34.9
4932.YPR156C	34.8
4932.YMR124W	34.7
4932.YOL080C	34.6
4932.YMR110C	34.6
4932.YBR041W	34.6
4932.YDR236C	34.5
4932.YBR002C	34.5
4932.YDL237W	34.5
4932.YDL012C	34.5
4932.YOR222W	34.5
4932.YOR158W	34.5
4932.YDR476C	34.4
4932.YBR166C	34.3
4932.YOR212W	34.3
4932.YMR256C	34.3
4932.YLR395C	34.3
4932.YPL053C	34.3
4932.YIL039W	34.2
4932.YCR072C	34.2
4932.YJR095W	34.2
4932.YGR007W	34.1
4932.YLR414C	34.1
4932.YGL107C	34.1
4932.YNL206C	34.0
4932.YJL054W	34.0
4932.YDL021W	34.0
4932.Q0085	34.0
4932.YJL101C	33.9
4932.YBR269C	33.9
4932.YLR286C	33.9
4932.YGR165W	33.9
4932.YLR225C	33.8
4932.YJR057W	33.8
4932.YDR028C	33.8
4932.YER029C	33.8
4932.YFL008W	33.8
4932.YNR003C	33.7
4932.YER105C	33.6
4932.YDR084C	33.6
4932.YCR011C	33.6
4932.YGR027W-B	33.6
4932.YBL102W	33.5
4932.YMR130W	33.5
4932.YDR337W	33.5
4932.YDR055W	33.5
4932.YPL227C	33.5
4932.YIL108W	33.3
4932.YNL306W	33.3
4932.YMR212C	33.3
4932.YDR266C	33.3
4932.YBL069W	33.3
4932.YOR360C	33.3
4932.YNR022C	33.2
4932.YER118C	33.2
4932.YDL063C	33.2
4932.YJR141W	33.2
4932.YOL148C	33.2
4932.YGL016W	33.1
4932.YGL226C-A	33.1
4932.YCL033C	33.1
4932.YNL049C	33.1
4932.YOR229W	33.1
4932.YNL137C	33.1
4932.YCR036W	33.0
4932.YDR176W	33.0
4932.YPL245W	33.0
4932.YGR266W	33.0
4932.YGL255W	32.9
4932.YMR086W	32.8
4932.YCL034W	32.8
4932.YNR006W	32.8
4932.YGR202C	32.7
4932.YML062C	32.6
4932.YBR281C	32.6
4932.YOR304C-A	32.4
4932.YJL082W	32.4
4932.YOR359W	32.4
4932.YDR031W	32.3
4932.YIL064W	32.2
4932.YPR114W	32.2
4932.YPL228W	32.2
4932.YER088C	32.2
4932.YGL212W	32.1
4932.YPL252C	32.1
4932.YNL284C-A	32.1
4932.YHR122W	32.1
4932.YOR048C	32.1
4932.YKL059C	32.0
4932.YHR127W	32.0
4932.YGL095C	32.0
4932.YMR285C	31.9
4932.YCR052W	31.9
4932.YDR169C	31.8
4932.YKL041W	31.8
4932.YOR288C	31.8
4932.YIR001C	31.8
4932.YAR042W	31.8
4932.YDR448W	31.8
4932.YAL044W-A	31.8
4932.YKL135C	31.8
4932.YOR069W	31.8
4932.YBR123C	31.7
4932.YCR047C	31.7
4932.YBL035C	31.7
4932.YMR037C	31.7
4932.YNL183C	31.7
4932.YLR332W	31.7
4932.YEL056W	31.7
4932.YNR029C	31.6
4932.YLR009W	31.6
4932.YER090C-A	31.5
4932.YDL050C	31.4
4932.YKR067W	31.4
4932.YIL127C	31.3
4932.YJL184W	31.3
4932.YFL034C-B	31.2
4932.YKL160W	31.2
4932.YIL005W	31.2
4932.YDR358W	31.2
4932.YKR038C	31.2
4932.YCL044C	31.1
4932.YML129C	31.1
4932.YMR070W	31.1
4932.YMR153W	31.1
4932.YHL017W	31.0
4932.YCR018C-A	31.0
4932.YNR013C	31.0
4932.YDR335W	31.0
4932.YMR269W	30.9
4932.YLR214W	30.9
4932.YKR049C	30.8
4932.YJL154C	30.8
4932.YGL080W	30.8
4932.YLR439W	30.7
4932.YDR375C	30.7
4932.YBR251W	30.6
4932.YKL151C	30.6
4932.YOR138C	30.5
4932.YDL018C	30.5
4932.YPL047W	30.5
4932.YJL074C	30.5
4932.YOR112W	30.5
4932.YOR171C	30.4
4932.YMR148W	30.4
