"region","A3225_EST_1_Aligned.sortedByCoord.out","A3225_EST_2_Aligned.sortedByCoord.out","A3225_EST_3_Aligned.sortedByCoord.out","A3225_EtOH_1_Aligned.sortedByCoord.out","A3225_EtOH_2_Aligned.sortedByCoord.out","A3225_EtOH_3_Aligned.sortedByCoord.out","A3229_EST_1_Aligned.sortedByCoord.out","A3229_EST_2_Aligned.sortedByCoord.out","A3229_EST_3_Aligned.sortedByCoord.out","A3229_EtOH_1_Aligned.sortedByCoord.out","A3229_EtOH_2_Aligned.sortedByCoord.out","A3229_EtOH_3_Aligned.sortedByCoord.out","A3506_EST_1_Aligned.sortedByCoord.out","A3506_EST_2_Aligned.sortedByCoord.out","A3506_EST_3_Aligned.sortedByCoord.out","A3506_EtOH_1_Aligned.sortedByCoord.out","A3506_EtOH_2_Aligned.sortedByCoord.out","A3506_EtOH_3_Aligned.sortedByCoord.out","B1684_EST_1_Aligned.sortedByCoord.out","B1684_EST_2_Aligned.sortedByCoord.out","B1684_EST_3_Aligned.sortedByCoord.out","B1684_EtOH_1_Aligned.sortedByCoord.out","B1684_EtOH_2_Aligned.sortedByCoord.out","B1684_EtOH_3_Aligned.sortedByCoord.out","B3225_EST_1_Aligned.sortedByCoord.out","B3225_EST_2_Aligned.sortedByCoord.out","B3225_EST_3_Aligned.sortedByCoord.out","B3225_EtOH_1_Aligned.sortedByCoord.out","B3225_EtOH_2_Aligned.sortedByCoord.out","B3225_EtOH_3_Aligned.sortedByCoord.out","C3225_EST_1_Aligned.sortedByCoord.out","C3225_EST_2_Aligned.sortedByCoord.out","C3225_EST_3_Aligned.sortedByCoord.out","C3225_EtOH_1_Aligned.sortedByCoord.out","C3225_EtOH_2_Aligned.sortedByCoord.out","C3225_EtOH_3_Aligned.sortedByCoord.out","C3229_EST_1_Aligned.sortedByCoord.out","C3229_EST_2_Aligned.sortedByCoord.out","C3229_EST_3_Aligned.sortedByCoord.out","C3229_EtOH_1_Aligned.sortedByCoord.out","C3229_EtOH_2_Aligned.sortedByCoord.out","C3229_EtOH_3_Aligned.sortedByCoord.out","C448_EST_1_Aligned.sortedByCoord.out","C448_EST_2_Aligned.sortedByCoord.out","C448_EST_3_Aligned.sortedByCoord.out","C448_EtOH_1_Aligned.sortedByCoord.out","C448_EtOH_2_Aligned.sortedByCoord.out","C448_EtOH_3_Aligned.sortedByCoord.out","D37_2h_EtOH_1_Aligned.sortedByCoord.out","D37_2h_EtOH_2_Aligned.sortedByCoord.out","D37_2h_EtOH_3_Aligned.sortedByCoord.out","D37_4h_EST_1_Aligned.sortedByCoord.out","D37_4h_EST_2_Aligned.sortedByCoord.out","D37_4h_EST_3_Aligned.sortedByCoord.out","D37_4h_EtOH_1_Aligned.sortedByCoord.out","D37_4h_EtOH_2_Aligned.sortedByCoord.out","D37_4h_EtOH_3_Aligned.sortedByCoord.out","D37_6h_EST_1_Aligned.sortedByCoord.out","D37_6h_EST_2_Aligned.sortedByCoord.out","D37_6h_EST_3_Aligned.sortedByCoord.out","D37_6h_EtOH_1_Aligned.sortedByCoord.out","D37_6h_EtOH_2_Aligned.sortedByCoord.out","D37_6h_EtOH_3_Aligned.sortedByCoord.out"
"IGS2-1",120.517803435739,117.201691678125,110.564083983385,27.2912744761194,31.1738811700061,25.8762365294624,37.2798389365935,28.6487306340691,36.6614189394933,32.0379532621054,39.3924782080495,32.093644652066,14.0177211774597,13.86526537385,13.1176968559077,17.4878962567718,20.3024272562551,22.0383270037066,232.228716108408,256.456089825645,241.473339981483,28.1383222931271,25.7080024362612,32.9700849845695,80.6518555932376,92.8860589771612,83.6316421577692,20.8946875941666,23.4680704058309,22.3081620182927,118.000200249577,113.286055273372,107.070021757918,47.86728358379,54.7465298825464,53.0610239790738,58.072819945541,58.9310848391161,63.7056383271158,55.1406211717724,61.9115999179333,60.3904163044318,29.7471558973933,35.5911927585881,35.8017321949782,29.8280265113557,36.3796965349059,46.7768019750353,37.6812767233781,38.8881470384561,41.223074260197,43.9596037477359,48.9343439535655,39.8159358509126,43.6558790639345,48.6663872323751,45.4358142628563,52.7224218976408,48.0892522960875,53.9842553186655,50.6481187845156,52.4102825254278,52.1475269046999
"IGS2-2",122.161025375586,121.083804361527,115.586089967445,25.917132999524,31.450431541501,25.2965699679404,31.7257581266308,31.2097055603632,34.0986292828733,31.6828892341621,31.4882767285846,26.1094631209543,14.0651614471753,11.4757520218253,11.7622688609525,15.963762869474,19.0654087391095,22.569829560516,249.882940611749,256.527070642646,256.030805843695,29.250977234146,24.9832376638948,31.7281193275689,77.6312461531767,79.8620091718253,76.7744697463998,21.3548000311691,22.2898396457764,22.2997183536378,125.046912539807,105.630359912371,93.9377907049165,39.4220999765149,53.8199674985277,46.0539387229145,54.9587530998211,55.6824337701131,62.9322795576938,49.819039249395,58.7851202071766,53.5216392239404,20.9437253674041,24.0955613731259,21.2390209249275,30.2814178423168,29.7056762846101,37.9465449153507,42.6952988970202,43.0154450082192,45.4561705358623,48.0267104875729,42.8509479811777,43.9610419586386,49.1981708453515,55.0318677394154,50.8774216673857,60.4154468396051,54.7222993774103,59.7346599908281,56.8307714227143,58.4584089616274,61.0329257111714
