Position_n,Cell_ID,cell_area_pxl,cell_vol_vox,cell_area_um2,cell_vol_fl,solidity
Position_11,17,1943,62341.03516,8.209175,17.1204071,0.980322906
Position_11,54,3128,124247.7031,13.2158,34.12152481,0.97811132
Position_11,55,3231,130435.0469,13.650975,35.82072449,0.979387693
Position_11,92,2803,110026.6953,11.842675,30.21608162,0.979385045
Position_11,96,2295,77609.6875,9.696375,21.31356049,0.973695375
Position_11,102,1789,54689.35156,7.558525,15.019063,0.976528384
Position_11,108,3149,128603.3281,13.304525,35.31768799,0.965358676
Position_11,128,2182,71914.53125,9.21895,19.74952698,0.974977659
Position_11,135,1364,35021.15625,5.7629,9.617685318,0.98200144
Position_11,158,3053,123954.6328,12.898925,34.04104233,0.977898783
Position_11,162,2253,79316.04688,9.518925,21.78216934,0.973638721
Position_11,166,2658,95225.75,11.23005,26.151371,0.979366249
Position_11,173,3223,132328.625,13.617175,36.34074783,0.978445659
Position_11,185,1189,29111.30664,5.023525,7.994692326,0.971405229
Position_11,194,2319,81532.71094,9.797775,22.39092064,0.981379602
Position_12,4,2604,97473.23438,11.0019,26.76858711,0.972730669
Position_12,6,2885,104206.9063,12.189125,28.61782074,0.941887039
Position_12,9,3065,125203.3125,12.949625,34.38396072,0.9808
Position_12,14,2136,70744.29688,9.0246,19.42815208,0.970467969
Position_12,25,2359,83008.5625,9.966775,22.7962265,0.971981871
Position_12,29,2597,93241.46094,10.972325,25.60643578,0.976682964
Position_12,30,995,22784.21484,4.203875,6.257114887,0.97453477
Position_12,32,3509,147606.1875,14.825525,40.53635025,0.982637917
Position_12,34,1459,40127.53906,6.164275,11.02002525,0.960500329
Position_12,35,1546,43309.00781,6.53185,11.89373589,0.97049592
Position_12,47,4036,184824.4531,17.0521,50.75741577,0.97961165
Position_12,54,3192,131085.375,13.4862,35.99932098,0.966394187
Position_12,55,4164,192347.625,17.5929,52.82346725,0.979995293
Position_12,68,2244,76004.8125,9.4809,20.87282181,0.977351916
Position_12,71,2182,74403.75,9.21895,20.43313026,0.96123348
Position_12,75,1395,38777.82031,5.893875,10.64935875,0.975524476
Position_12,80,1188,29337.5957,5.0193,8.056837082,0.977777778
Position_12,82,643,11151.26758,2.716675,3.062416792,0.975720789
Position_12,87,4098,190872.8438,17.31405,52.41845322,0.970859986
Position_12,88,675,13116.08984,2.851875,3.602006197,0.972622478
Position_12,99,1202,30857.85547,5.07845,8.474338531,0.980424144
Position_12,103,1577,45701.48047,6.662825,12.55076885,0.966891478
Position_12,105,1615,47795.07031,6.823375,13.12572098,0.9711365
Position_12,109,1502,42318.76953,6.34595,11.62179184,0.972797927
Position_12,115,167,1173.840576,0.705575,0.322365969,0.769585253
Position_12,119,2554,91091.82813,10.79065,25.0160923,0.981552652
Position_12,128,3234,133066.875,13.66365,36.54349136,0.98118932
Position_12,152,1810,54720.3125,7.64725,15.02756596,0.956659619
Position_12,155,2855,109909.4219,12.062375,30.18387413,0.973074301
Position_12,157,2843,104185.2656,12.011675,28.61187744,0.960797567
Position_12,158,2580,96544.51563,10.9005,26.51353645,0.97875569
Position_12,159,1326,34699.19141,5.60235,9.529265404,0.977876106
Position_12,160,2499,93583.91406,10.558275,25.70048141,0.981154299
Position_12,161,2772,106363.2969,11.7117,29.21002007,0.976744186
Position_12,162,2548,92344.61719,10.7653,25.36013985,0.975871314
Position_12,163,1339,32273.91016,5.657275,8.863222122,0.95167022
Position_12,171,2456,89058.16406,10.3766,24.45759773,0.981614708
Position_12,173,2042,68284.32813,8.62745,18.75258255,0.973307912
Position_13,8,2542,88208.75781,10.73995,24.22432899,0.975815739
Position_13,25,3093,128161.8281,13.067925,35.19644165,0.97848782
Position_13,30,3130,124899.4688,13.22425,34.30051422,0.976599064
Position_13,33,2357,84473.3125,9.958325,23.19848251,0.978008299
Position_13,44,2045,67818.33594,8.640125,18.6246109,0.965533522
Position_13,45,4646,237336.3125,19.62935,65.17848206,0.977693603
Position_13,53,1874,60564.75781,7.91765,16.63259697,0.96250642
Position_13,56,2882,104380.8906,12.17645,28.66560173,0.890605686
Position_13,62,1904,59878.52734,8.0444,16.44413948,0.979927946
Position_13,65,2191,74030.77344,9.256975,20.33069992,0.981191223
Position_13,68,2487,90187.34375,10.507575,24.76769829,0.982615567
Position_13,76,2418,81473.53906,10.21605,22.37467003,0.97225573
Position_13,78,2291,76921.08594,9.679475,21.12445259,0.97655584
Position_13,80,1723,51749.94531,7.279675,14.21182823,0.948266373
Position_13,81,1456,39503.24609,6.1516,10.84857845,0.968729208
Position_13,82,1405,38005.51172,5.936125,10.43726349,0.974341193
Position_13,84,1723,53031.79297,7.279675,14.56385612,0.979533826
Position_13,86,2543,92188.48438,10.744175,25.31726265,0.973210869
Position_13,91,2638,100066.7969,11.14555,27.4808445,0.979940565
Position_13,98,1074,25407.44336,4.53765,6.977519035,0.979033728
Position_13,102,2032,67881.72656,8.5852,18.64201927,0.975516083
Position_13,103,2964,119610.9688,12.5229,32.8481636,0.981782047
Position_13,104,976,22342.64453,4.1236,6.135848522,0.974051896
Position_13,106,945,21393.64063,3.992625,5.875228405,0.969230769
Position_13,112,1351,36231.4375,5.707975,9.950057983,0.973342939
Position_13,127,1505,43319.03125,6.358625,11.89648914,0.977272727
Position_13,137,1703,51457.53906,7.195175,14.13152599,0.97761194
Position_13,142,1928,61917.49219,8.1458,17.00409126,0.978680203
Position_13,145,2635,96116.9375,11.132875,26.39611435,0.977373887
Position_13,150,2732,101720.9766,11.5427,27.93512344,0.974669996
Position_13,156,3463,134152.7188,14.631175,36.84169006,0.981575964
Position_13,160,2022,67020.39063,8.54295,18.40547371,0.977756286
Position_13,163,1595,46846.74609,6.738875,12.86528778,0.971968312
Position_14,2,1160,28593.23438,4.901,7.852416992,0.974789916
Position_14,12,2001,66912.48438,8.454225,18.37584114,0.969476744
Position_14,13,2840,105581.6719,11.999,28.99536705,0.930537353
Position_14,16,3967,178924.1875,16.760575,49.13705444,0.970401174
Position_14,18,4255,200067.2813,17.977375,54.94347763,0.963759909
Position_14,50,2326,83457.14844,9.82735,22.91941833,0.981020666
Position_14,53,1713,51371.76953,7.237425,14.10797215,0.974957314
Position_14,63,1902,60574.49219,8.03595,16.63526917,0.978395062
Position_14,80,2616,93485.875,11.0526,25.67355728,0.980509745
Position_14,83,2198,76150.64063,9.28655,20.9128685,0.979937584
Position_14,89,2726,101222.5781,11.51735,27.7982502,0.973571429
Position_14,91,1900,55224.78516,8.0275,15.16610622,0.967906266
Position_14,93,3082,119036.1172,13.02145,32.69029236,0.975934136
Position_14,94,2403,81831.69531,10.152675,22.47302818,0.978420195
Position_14,99,3445,131269.6719,14.555125,36.04993439,0.971791255
Position_14,100,1552,44899.17578,6.5572,12.33043575,0.974874372
Position_14,108,2326,79311,9.82735,21.7807827,0.978544384
Position_14,110,3319,141555.4688,14.022775,38.87466812,0.979923236
Position_14,116,3010,118427.2578,12.71725,32.52308655,0.961661342
Position_14,117,2164,66681.55469,9.1429,18.3124218,0.97521406
Position_14,118,2023,67999.25,8.547175,18.67429352,0.977767037
Position_14,122,2780,98904.28125,11.7455,27.16158867,0.96561306
Position_14,138,1971,55384.38281,8.327475,15.20993614,0.975742574
Position_14,141,3219,124300.0469,13.600275,34.13589859,0.972507553
Position_14,154,3155,121132.75,13.329875,33.26608276,0.945176753
Position_14,158,1301,34769.64063,5.496725,9.548612595,0.976726727
Position_15,7,2812,104734.7734,11.8807,28.76278687,0.940782871
Position_15,12,2763,102383.6719,11.673675,28.11711502,0.98257468
Position_15,23,2996,121392.0781,12.6581,33.33729935,0.97844546
Position_15,42,3255,135159.7344,13.752375,37.11824036,0.97193192
Position_15,47,1801,56971.96484,7.609225,15.64592552,0.975622969
Position_15,49,2539,93802.20313,10.727275,25.76042938,0.979930529
Position_15,51,1493,42002.25781,6.307925,11.53487015,0.975816993
Position_15,56,1034,24249.91406,4.36865,6.659632683,0.972718721
Position_15,57,1972,65196.83984,8.3317,17.90468216,0.975754577
Position_15,61,2519,88614.60938,10.642775,24.33578682,0.972586873
Position_15,68,3035,116361.4063,12.822875,31.95575142,0.974005135
Position_15,82,1496,43041.69141,6.3206,11.82032394,0.971428571
Position_15,88,1851,57370.99219,7.820475,15.75550842,0.970634504
Position_15,90,2495,83845.28125,10.541375,23.02601051,0.976134585
Position_15,117,2839,104578.7266,11.994775,28.71993256,0.966632618
Position_15,118,2302,79114.03125,9.72595,21.72669029,0.980408859
Position_15,132,2500,92190.41406,10.5625,25.31779289,0.970120295
Position_15,141,1864,57095.66406,7.8754,15.67989635,0.972352634
Position_15,150,2899,112632.0156,12.248275,30.93156624,0.975765735
Position_15,158,1772,54166.10938,7.4867,14.87536716,0.975233902
Position_15,161,2696,97032.91406,11.3906,26.64766312,0.980720262
Position_16,4,2165,70791.95313,9.147125,19.44124031,0.975664714
Position_16,44,2275,77811.21094,9.611875,21.36890411,0.977233677
Position_16,46,2452,88493.65625,10.3597,24.30257034,0.983948636
Position_16,48,1446,37016.15625,6.10935,10.16556168,0.9730821
Position_16,80,1719,52854.01563,7.262775,14.51503372,0.976149915
Position_16,85,1858,57014.42188,7.85005,15.65758514,0.977894737
Position_16,96,2327,77683.74219,9.831575,21.33389664,0.975272422
Position_16,103,2378,85194.36719,10.04705,23.39650345,0.973393369
Position_16,107,1528,39439.61719,6.4558,10.83110428,0.961611076
Position_16,114,1825,55384.23047,7.710625,15.20989418,0.972296217
Position_16,115,2411,83487.57813,10.186475,22.92777634,0.979285134
Position_16,119,2830,105803.5313,11.95675,29.05629349,0.978900035
Position_16,123,2134,65846.61719,9.01615,18.08312607,0.968239564
Position_16,130,1854,58753.13281,7.83315,16.13507843,0.97733263
Position_16,132,2997,120640.9531,12.662325,33.13101959,0.974317295
Position_16,133,1417,38112.28906,5.986825,10.46658707,0.974552957
Position_16,135,1656,49472.51953,6.9966,13.5863905,0.975265018
Position_16,136,2665,99796.15625,11.259625,27.40651894,0.982669617
Position_16,138,2002,61906.53125,8.45845,17.00108147,0.975158305
Position_16,141,2156,73151.1875,9.1091,20.08914375,0.971608833
Position_16,149,2363,82393.30469,9.983675,22.62726021,0.977253929
Position_16,153,2837,111423.25,11.986325,30.59960938,0.972241261
Position_16,154,3187,131668.8438,13.465075,36.15955734,0.979109063
Position_16,167,2677,94108.01563,11.310325,25.84441376,0.978078188
Position_16,169,3083,124662.0625,13.025675,34.23531723,0.974091627
Position_16,174,3589,150554.6875,15.163525,41.34608078,0.97394844
Position_16,180,1389,37573.16797,5.868525,10.31853104,0.970649895
Position_17,46,501,7783.481934,2.116725,2.137538671,0.972815534
Position_17,51,558,9018.630859,2.35755,2.476741552,0.962068966
Position_17,52,455,6943.876953,1.922375,1.906962156,0.970149254
Position_17,54,335,4466.608887,1.415375,1.226642489,0.957142857
Position_17,61,597,10637.8877,2.522325,2.921429873,0.972312704
Position_17,68,602,10337.96191,2.54345,2.839062691,0.970967742
Position_17,71,646,11261.57813,2.72935,3.092710733,0.967065868
Position_17,73,367,4972.547852,1.550575,1.365585923,0.953246753
Position_17,74,557,9338.553711,2.353325,2.564600229,0.968695652
Position_17,78,433,6417.063477,1.829425,1.762286067,0.962222222
Position_17,79,746,14839.88086,3.15185,4.07540226,0.9726206
Position_17,80,640,11522.33398,2.704,3.164320946,0.971168437
Position_17,82,785,15462.14453,3.316625,4.246291161,0.963190184
Position_17,83,675,12305.72949,2.851875,3.379460812,0.975433526
Position_17,87,611,11057.38672,2.581475,3.036634684,0.966772152
Position_17,96,576,9831.472656,2.4336,2.6999681,0.963210702
Position_17,98,562,9491.520508,2.37445,2.606608868,0.960683761
Position_17,102,643,11881.23535,2.716675,3.26288414,0.975720789
Position_17,105,705,12176.77344,2.978625,3.344046354,0.964432285
Position_17,107,541,9076.572266,2.285725,2.492653608,0.971274686
Position_17,116,686,13037.35352,2.89835,3.580383062,0.97029703
Position_17,118,568,9113.709961,2.3998,2.50285244,0.96108291
Position_17,132,610,10901.61328,2.57725,2.993855476,0.97133758
Position_17,139,637,11412.49023,2.691325,3.134155035,0.972519084
Position_17,141,821,17225.66992,3.468725,4.730599403,0.972748815
Position_17,143,605,10211.38867,2.556125,2.804302454,0.974235105
Position_17,147,540,8983.036133,2.2815,2.466966152,0.959147425
Position_17,152,587,10583.72656,2.480075,2.906555891,0.973466003
Position_17,153,474,7525.320313,2.00265,2.066641092,0.969325153
Position_17,159,720,14045.70508,3.042,3.857301712,0.970350404
Position_17,162,629,11684.14258,2.657525,3.208757639,0.9828125
Position_17,172,455,6797.885254,1.922375,1.866869211,0.959915612
Position_17,174,624,11362.03613,2.6364,3.120299101,0.975
Position_17,175,687,12368.63965,2.902575,3.396737576,0.959497207
Position_17,178,287,3340.237549,1.212575,0.917312741,0.959866221
Position_17,180,832,16125.47852,3.5152,4.428459644,0.968568102
Position_17,183,608,10454.51953,2.5688,2.871072292,0.968152866
Position_17,186,665,12299.06641,2.809625,3.377630949,0.975073314
Position_17,189,570,9379.856445,2.40825,2.575942993,0.967741935
Position_17,194,585,9509.24707,2.471625,2.611476898,0.962171053
Position_17,198,561,9381.507813,2.370225,2.576396465,0.973958333
Position_17,201,649,12191.15625,2.742025,3.347996235,0.971556886
Position_17,209,766,14289.71289,3.23635,3.924312353,0.970849176
Position_17,235,519,8596.348633,2.192775,2.360772133,0.971910112
Position_17,238,509,8010.660156,2.150525,2.199927568,0.962192817
Position_17,240,745,13883.71484,3.147625,3.812815189,0.978975033
Position_17,241,678,12854.55371,2.86455,3.530181646,0.969957082
Position_17,242,755,14897.19141,3.189875,4.091141224,0.972938144
Position_17,243,771,15346.27539,3.257475,4.214470863,0.972257251
Position_17,251,507,8161.151367,2.142075,2.241256237,0.971264368
Position_17,252,611,10584.4541,2.581475,2.906755686,0.971383148
Position_17,257,552,9110.288086,2.3322,2.501912832,0.973544974
Position_17,258,698,13580.4707,2.94905,3.729536772,0.977591036
Position_17,259,457,7045.177734,1.930825,1.934781909,0.968220339
Position_17,260,576,9829.652344,2.4336,2.699468136,0.979591837
Position_17,262,629,11122.83789,2.657525,3.054609299,0.966205837
Position_17,266,827,17364.84375,3.494075,4.768820286,0.976387249
Position_17,268,588,10265.55371,2.4843,2.819177628,0.975124378
Position_17,272,636,10088.46875,2.6871,2.770545721,0.973966309
Position_17,274,625,11421.37402,2.640625,3.136594772,0.964506173
Position_17,277,632,11713.98926,2.6702,3.216954231,0.970814132
Position_17,284,581,10344.63379,2.454725,2.840894938,0.960330579
Position_17,285,833,17373.60156,3.519425,4.771225452,0.968604651
Position_17,289,621,11139.75098,2.623725,3.059254169,0.973354232
Position_17,297,699,12998.90234,2.953275,3.569823503,0.976256983
Position_17,302,710,12790.41895,2.99975,3.512568712,0.9739369
Position_17,304,509,8279.109375,2.150525,2.273650408,0.965844402
Position_17,312,639,11433.53711,2.699775,3.139935017,0.966717095
Position_17,317,555,9504.084961,2.344875,2.610059261,0.968586387
Position_17,320,560,9618.703125,2.366,2.641536236,0.967184801
Position_17,321,616,10992.92969,2.6026,3.018933296,0.9625
Position_17,325,594,9972.94043,2.50965,2.738818645,0.983443709
Position_17,327,229,2471.102783,0.967525,0.678626597,0.950207469
Position_17,328,718,13727.6084,3.03355,3.769944429,0.972899729
Position_17,330,506,7936.570801,2.13785,2.179580688,0.963809524
Position_17,335,511,8654.693359,2.158975,2.376795053,0.969639469
Position_17,347,763,14748.04688,3.223675,4.050182343,0.976952625
Position_17,352,577,9998.351563,2.437825,2.745797157,0.979626486
Position_17,359,449,6743.022949,1.897025,1.851802707,0.969762419
Position_17,373,567,9777.174805,2.395575,2.685056686,0.967576792
Position_18,4,695,12879.16895,2.936375,3.536941767,0.969316597
Position_18,9,707,13434.71875,2.987075,3.68950963,0.973829201
Position_18,10,661,11424.95898,2.792725,3.137579203,0.970631424
Position_18,17,528,8966.530273,2.2308,2.462433338,0.974169742
Position_18,22,395,5496.659668,1.668875,1.509520173,0.965770171
Position_18,30,594,10503.36914,2.50965,2.884487629,0.975369458
Position_18,32,587,10496.33789,2.480075,2.882556677,0.967051071
Position_18,34,679,13050.78711,2.868775,3.584072351,0.975574713
Position_18,36,655,10734.81836,2.767375,2.948049545,0.97037037
Position_18,37,640,10729.26367,2.704,2.946523905,0.96969697
Position_18,38,619,11048.25098,2.615275,3.034125805,0.971742543
Position_18,40,525,8461.787109,2.218125,2.323818207,0.972222222
Position_18,42,888,19471.51367,3.7518,5.347364426,0.967320261
Position_18,46,591,10733.1543,2.496975,2.947592497,0.973640857
Position_18,49,619,9666.398438,2.615275,2.654634714,0.964174455
Position_18,51,428,6348.20459,1.8083,1.743375659,0.957494407
Position_18,52,463,6955.809082,1.956175,1.910238981,0.970649895
Position_18,55,618,9859.276367,2.61105,2.707603693,0.964118565
Position_18,63,474,7508.166016,2.00265,2.061929941,0.963414634
Position_18,64,712,13876.33789,3.0082,3.810789347,0.971350614
Position_18,70,587,10057.94531,2.480075,2.762163162,0.975083056
Position_18,74,602,10552.82422,2.54345,2.898069382,0.975688817
Position_18,79,752,14212.61816,3.1772,3.903140306,0.959183673
Position_18,84,862,18131.30078,3.64195,4.979308605,0.971815107
Position_18,90,744,15058.49316,3.1434,4.135438442,0.970013038
Position_18,97,469,7136.605957,1.981525,1.959890366,0.973029046
Position_18,99,656,12226.04883,2.7716,3.357578516,0.970414201
Position_18,109,680,11991.29883,2.873,3.293110371,0.977011494
Position_18,111,559,9594.941406,2.361775,2.635010719,0.965457686
Position_18,112,836,17697.3125,3.5321,4.860124588,0.97322468
Position_18,120,546,9463.359375,2.30685,2.598875046,0.973262032
Position_18,121,693,13179.48242,2.927925,3.619415283,0.967877095
Position_18,123,648,12210.64648,2.7378,3.353348732,0.965722802
Position_18,137,568,9973.798828,2.3998,2.739054441,0.967632027
Position_18,143,664,11805.2002,2.8054,3.242002964,0.975036711
Position_18,147,429,6227.871094,1.812525,1.710329056,0.953333333
Position_18,151,655,12312.34277,2.767375,3.381277084,0.974702381
Position_18,153,574,10093.38672,2.42515,2.771896362,0.966329966
Position_18,155,575,9662.092773,2.429375,2.653452158,0.968013468
Position_18,156,554,9508.685547,2.34065,2.611322641,0.970227671
Position_18,158,700,12509.81738,2.9575,3.43550849,0.973574409
Position_18,159,398,5681.72168,1.68155,1.560342789,0.959036145
Position_18,160,578,9440.038086,2.44205,2.592470407,0.966555184
Position_18,163,340,4447.472168,1.4365,1.221387029,0.957746479
Position_18,164,659,12002.39355,2.784275,3.29615736,0.970544919
Position_18,166,616,11024.22266,2.6026,3.027527094,0.97007874
Position_18,167,537,8552.405273,2.268825,2.348704338,0.964093357
Position_18,170,440,6117.785156,1.859,1.680096745,0.962800875
Position_18,171,615,10804.0332,2.598375,2.967057467,0.965463108
Position_18,180,611,11157.74805,2.581475,3.064196587,0.963722397
Position_18,188,709,13200.2832,2.995525,3.625127792,0.976584022
Position_18,189,684,12993.61621,2.8899,3.568371773,0.979942693
Position_18,191,650,11943.95996,2.74625,3.280109882,0.973053892
Position_18,192,653,11618.93945,2.758925,3.190851212,0.973174367
Position_18,202,646,11834.32129,2.72935,3.250000477,0.96996997
Position_18,206,513,8191.022461,2.167425,2.249459505,0.964285714
Position_18,212,857,16176.04883,3.620825,4.442347527,0.976082005
Position_18,213,683,12257.80078,2.885675,3.366298437,0.971550498
Position_18,215,496,8089.163086,2.0956,2.22148633,0.963106796
Position_18,216,565,9350.753906,2.387125,2.567950726,0.972461274
Position_18,222,979,19610.35938,4.136275,5.385494709,0.963582677
Position_18,224,687,12741.11914,2.902575,3.499029875,0.974468085
Position_18,230,728,13008.89941,3.0758,3.572568893,0.975871314
Position_18,240,467,7355.341309,1.973075,2.019960642,0.966873706
Position_18,242,544,8965.355469,2.2984,2.462110758,0.974910394
Position_18,248,624,11488.55664,2.6364,3.155044794,0.973478939
Position_18,250,640,11743.35254,2.704,3.225018024,0.966767372
Position_18,252,696,12719.93359,2.9406,3.493211746,0.972067039
Position_18,254,413,5963.014648,1.744925,1.637592912,0.962703963
Position_18,257,647,11566.88672,2.733575,3.17655611,0.97439759
Position_18,258,694,12739.22461,2.93215,3.498509407,0.973352034
Position_18,259,553,8862.024414,2.336425,2.433733463,0.975308642
Position_18,268,485,7841.488281,2.049125,2.153468609,0.971943888
Position_18,269,469,6624.503906,1.981525,1.819254398,0.969008264
Position_18,270,557,9494.756836,2.353325,2.607497454,0.968695652
Position_18,277,915,20515.1875,3.865875,5.633983135,0.975479744
Position_18,280,666,11894.06445,2.81385,3.26640749,0.972262774
Position_18,281,717,13723.5625,3.029325,3.768833399,0.979508197
Position_18,284,685,12617.09473,2.894125,3.464969635,0.971631206
Position_18,285,511,8305.342773,2.158975,2.280854702,0.958724203
Position_18,286,526,8761.889648,2.22235,2.406233788,0.975881262
Position_18,287,592,9819.578125,2.5012,2.696701527,0.965742251
Position_18,297,729,14443.28027,3.080025,3.966485739,0.97329773
Position_18,299,157,1374.653564,0.663325,0.377514243,0.892045455
Position_18,302,674,12243.68457,2.84765,3.362421751,0.971181556
Position_18,305,809,15627.79688,3.418025,4.29178381,0.980606061
Position_18,309,876,18018.25,3.7011,4.948261738,0.974416018
Position_18,313,699,13242.20313,2.953275,3.636640072,0.977622378
Position_18,315,520,8281.897461,2.197,2.27441597,0.962962963
Position_18,317,606,10334.20117,2.56035,2.838029861,0.972712681
Position_18,321,455,6438.064941,1.922375,1.768053532,0.97639485
Position_18,325,469,7548.419922,1.981525,2.072984695,0.965020576
Position_18,326,611,9568.566406,2.581475,2.627767563,0.962204724
Position_18,327,863,17903.44141,3.646175,4.916732311,0.971846847
Position_18,334,681,12643.74609,2.877225,3.472288609,0.974248927
Position_18,335,389,5521.206543,1.643525,1.516261339,0.962871287
Position_18,342,589,10134.76367,2.488525,2.783259392,0.970345964
Position_18,345,671,12490.86328,2.834975,3.430303335,0.968253968
Position_18,347,616,11149.73145,2.6026,3.061995029,0.968553459
Position_18,354,706,13464.16016,2.98285,3.697594881,0.972451791
Position_18,359,711,13740.64063,3.003975,3.773523331,0.973972603
Position_18,360,549,8776.995117,2.319525,2.410382271,0.973404255
Position_18,363,487,7909.952637,2.057575,2.172270775,0.981854839
Position_18,372,377,5251.794434,1.592825,1.442273974,0.949622166
Position_18,376,588,10059.87109,2.4843,2.762691975,0.963934426
Position_18,377,831,16026.96191,3.510975,4.401404381,0.97995283
Position_18,378,685,12394.8584,2.894125,3.403937817,0.970254958
Position_18,379,784,16183.11035,3.3124,4.444286823,0.97149938
Position_18,382,603,10268.27148,2.547675,2.819924116,0.961722488
Position_18,387,527,8193.821289,2.226575,2.250228167,0.97053407
Position_18,389,754,13925.62305,3.18565,3.824324131,0.971649485
Position_18,391,590,10579.16211,2.49275,2.905302286,0.976821192
Position_19,11,519,8055.882813,2.192775,2.212346792,0.968283582
Position_19,13,612,10477.65332,2.5857,2.877425432,0.971428571
Position_19,16,540,8599.996094,2.2815,2.361773968,0.967741935
Position_19,17,516,8728.267578,2.1801,2.397000551,0.971751412
Position_19,20,598,9474.411133,2.52655,2.601910114,0.962962963
Position_19,21,410,6177.808105,1.73225,1.696580529,0.969267139
Position_19,23,678,12967.77734,2.86455,3.561275721,0.963068182
Position_19,30,676,12511.82813,2.8561,3.436060667,0.968481375
Position_19,31,212,2145.506592,0.8957,0.589209735,0.917748918
Position_19,37,640,11417.88281,2.704,3.135636091,0.975609756
Position_19,38,714,14225.60938,3.01665,3.906708002,0.974079127
Position_19,40,509,8072.770996,2.150525,2.216984749,0.965844402
Position_19,45,770,15499.54785,3.25325,4.256563187,0.974683544
Position_19,49,592,10585.38184,2.5012,2.907010555,0.970491803
Position_19,64,572,10053.6748,2.4167,2.760990381,0.971137521
Position_19,86,967,20176.79492,4.085575,5.541052341,0.968937876
Position_19,91,762,14859.68359,3.21945,4.080840588,0.965779468
Position_19,92,624,11468.2168,2.6364,3.149458885,0.973478939
Position_19,94,543,8975.472656,2.294175,2.46488905,0.969642857
Position_19,106,710,13380.20313,2.99975,3.674538136,0.977961433
Position_19,108,551,9283.556641,2.327975,2.549496651,0.966666667
Position_19,111,637,11502.92578,2.691325,3.15899086,0.974006116
Position_19,128,497,7756.472168,2.099825,2.130121231,0.96692607
Position_19,130,530,8962.501953,2.23925,2.461327076,0.965391621
Position_19,134,594,10028.37402,2.50965,2.754042149,0.975369458
Position_19,136,701,12584.99609,2.961725,3.456154585,0.969571231
Position_19,137,923,20277.30664,3.899675,5.568655014,0.977754237
Position_19,139,625,11142.27246,2.640625,3.059946537,0.9765625
Position_19,142,857,18097.92773,3.620825,4.970143318,0.972758229
Position_19,146,601,10352.41797,2.539225,2.843032837,0.969354839
Position_19,149,600,10774.1084,2.535,2.958839417,0.972447326
Position_19,150,824,17588.03711,3.4814,4.830114841,0.973995272
Position_19,152,433,6351.751465,1.829425,1.744349718,0.964365256
Position_19,160,721,13460.61816,3.046225,3.696622133,0.97696477
Position_19,161,381,5401.597656,1.609725,1.483413696,0.964556962
